_initial_assets,vars,id,creation_time,failed,failed_reason,time_of_death,type,origin_id,network_id,contents,complete,node_id,participant_id,module_state_id,trial_maker_id,definition,finalized,is_repeat_trial,score,performance_reward,parent_trial_id,answer,propagate_failure,response_id,repeat_trial_index,n_repeat_trials,time_taken,time_credit_before_trial,time_credit_after_trial,time_credit_from_trial,progress_before_trial,progress_after_trial,async_post_trial_required,async_post_trial_requested,async_post_trial_complete,async_post_trial_failed,block_position,block,class,object_type,category,t_past,unit,displayed_locale,vignette_id,prediction,prediction_is_finite,reaction_time,validation_failures,bot_profile
{},{},36,2026-06-15 20:41:29,False,,,PredictionTrial,4,4,,True,4,8,8,everyday_predictions,"{""category"": ""life_spans"", ""t_past"": 83, ""unit"": ""years"", ""displayed_locale"": ""en"", ""vignette_id"": ""life_spans""}",True,False,1.0,0.0,,"{""category"": ""life_spans"", ""vignette_id"": ""life_spans"", ""t_past"": 83, ""unit"": ""years"", ""displayed_locale"": ""en"", ""prediction"": 86.5, ""prediction_is_finite"": true, ""reaction_time"": 12, ""validation_failures"": 0, ""bot_profile"": ""locale_en""}",True,58,,,12.0,10.0,22.0,12.0,0.13333333333333333,0.29333333333333333,False,False,False,False,0,life_spans,PredictionTrial,Info,life_spans,83,years,en,life_spans,86.5,True,12,0,locale_en
{},{},37,2026-06-15 20:41:29,False,,,PredictionTrial,9,9,,True,9,8,8,everyday_predictions,"{""category"": ""marriages"", ""t_past"": 11, ""unit"": ""years"", ""displayed_locale"": ""en"", ""vignette_id"": ""marriages""}",True,False,1.0,0.0,,"{""category"": ""marriages"", ""vignette_id"": ""marriages"", ""t_past"": 11, ""unit"": ""years"", ""displayed_locale"": ""en"", ""prediction"": 25.5, ""prediction_is_finite"": true, ""reaction_time"": 12, ""validation_failures"": 0, ""bot_profile"": ""locale_en""}",True,59,,,12.0,22.0,34.0,12.0,0.29333333333333333,0.45333333333333337,False,False,False,False,1,marriages,PredictionTrial,Info,marriages,11,years,en,marriages,25.5,True,12,0,locale_en
{},{},38,2026-06-15 20:41:29,False,,,PredictionTrial,11,11,,True,11,8,8,everyday_predictions,"{""category"": ""movie_run_times"", ""t_past"": 30, ""unit"": ""minutes"", ""displayed_locale"": ""en"", ""vignette_id"": ""movie_run_times""}",True,False,1.0,0.0,,"{""category"": ""movie_run_times"", ""vignette_id"": ""movie_run_times"", ""t_past"": 30, ""unit"": ""minutes"", ""displayed_locale"": ""en"", ""prediction"": 60.3, ""prediction_is_finite"": true, ""reaction_time"": 12, ""validation_failures"": 0, ""bot_profile"": ""locale_en""}",True,60,,,12.0,34.0,46.0,12.0,0.45333333333333337,0.6133333333333334,False,False,False,False,2,movie_run_times,PredictionTrial,Info,movie_run_times,30,minutes,en,movie_run_times,60.3,True,12,0,locale_en
{},{},39,2026-06-15 20:41:29,False,,,PredictionTrial,19,19,,True,19,8,8,everyday_predictions,"{""category"": ""poem_lengths"", ""t_past"": 32, ""unit"": ""lines"", ""displayed_locale"": ""en"", ""vignette_id"": ""poem_lengths""}",True,False,1.0,0.0,,"{""category"": ""poem_lengths"", ""vignette_id"": ""poem_lengths"", ""t_past"": 32, ""unit"": ""lines"", ""displayed_locale"": ""en"", ""prediction"": 58.8, ""prediction_is_finite"": true, ""reaction_time"": 12, ""validation_failures"": 0, ""bot_profile"": ""locale_en""}",True,61,,,12.0,46.0,58.0,12.0,0.6133333333333334,0.7733333333333334,False,False,False,False,3,poem_lengths,PredictionTrial,Info,poem_lengths,32,lines,en,poem_lengths,58.8,True,12,0,locale_en
{},{},40,2026-06-15 20:41:29,False,,,PredictionTrial,22,22,,True,22,8,8,everyday_predictions,"{""category"": ""waiting_times"", ""t_past"": 3, ""unit"": ""minutes"", ""displayed_locale"": ""en"", ""vignette_id"": ""waiting_times""}",True,False,1.0,0.0,,"{""category"": ""waiting_times"", ""vignette_id"": ""waiting_times"", ""t_past"": 3, ""unit"": ""minutes"", ""displayed_locale"": ""en"", ""prediction"": 12.9, ""prediction_is_finite"": true, ""reaction_time"": 12, ""validation_failures"": 0, ""bot_profile"": ""locale_en""}",True,62,,,12.0,58.0,70.0,12.0,0.7733333333333334,0.9333333333333333,False,False,False,False,4,waiting_times,PredictionTrial,Info,waiting_times,3,minutes,en,waiting_times,12.9,True,12,0,locale_en
{},{},41,2026-06-15 20:41:30,False,,,PredictionTrial,14,14,,True,14,9,9,everyday_predictions,"{""category"": ""movie_run_times"", ""t_past"": 95, ""unit"": ""minutes"", ""displayed_locale"": ""en"", ""vignette_id"": ""movie_run_times""}",True,False,1.0,0.0,,"{""category"": ""movie_run_times"", ""vignette_id"": ""movie_run_times"", ""t_past"": 95, ""unit"": ""minutes"", ""displayed_locale"": ""en"", ""prediction"": 115.3, ""prediction_is_finite"": true, ""reaction_time"": 12, ""validation_failures"": 0, ""bot_profile"": ""locale_en""}",True,66,,,12.0,10.0,22.0,12.0,0.13333333333333333,0.29333333333333333,False,False,False,False,0,movie_run_times,PredictionTrial,Info,movie_run_times,95,minutes,en,movie_run_times,115.3,True,12,0,locale_en
{},{},42,2026-06-15 20:41:30,False,,,PredictionTrial,5,5,,True,5,9,9,everyday_predictions,"{""category"": ""life_spans"", ""t_past"": 96, ""unit"": ""years"", ""displayed_locale"": ""en"", ""vignette_id"": ""life_spans""}",True,False,1.0,0.0,,"{""category"": ""life_spans"", ""vignette_id"": ""life_spans"", ""t_past"": 96, ""unit"": ""years"", ""displayed_locale"": ""en"", ""prediction"": 96.0, ""prediction_is_finite"": true, ""reaction_time"": 12, ""validation_failures"": 0, ""bot_profile"": ""locale_en""}",True,67,,,12.0,22.0,34.0,12.0,0.29333333333333333,0.45333333333333337,False,False,False,False,1,life_spans,PredictionTrial,Info,life_spans,96,years,en,life_spans,96.0,True,12,0,locale_en
{},{},43,2026-06-15 20:41:30,False,,,PredictionTrial,16,16,,True,16,9,9,everyday_predictions,"{""category"": ""poem_lengths"", ""t_past"": 2, ""unit"": ""lines"", ""displayed_locale"": ""en"", ""vignette_id"": ""poem_lengths""}",True,False,1.0,0.0,,"{""category"": ""poem_lengths"", ""vignette_id"": ""poem_lengths"", ""t_past"": 2, ""unit"": ""lines"", ""displayed_locale"": ""en"", ""prediction"": 8.0, ""prediction_is_finite"": true, ""reaction_time"": 12, ""validation_failures"": 0, ""bot_profile"": ""locale_en""}",True,68,,,12.0,34.0,46.0,12.0,0.45333333333333337,0.6133333333333334,False,False,False,False,2,poem_lengths,PredictionTrial,Info,poem_lengths,2,lines,en,poem_lengths,8.0,True,12,0,locale_en
{},{},44,2026-06-15 20:41:30,False,,,PredictionTrial,24,24,,True,24,9,9,everyday_predictions,"{""category"": ""waiting_times"", ""t_past"": 11, ""unit"": ""minutes"", ""displayed_locale"": ""en"", ""vignette_id"": ""waiting_times""}",True,False,1.0,0.0,,"{""category"": ""waiting_times"", ""vignette_id"": ""waiting_times"", ""t_past"": 11, ""unit"": ""minutes"", ""displayed_locale"": ""en"", ""prediction"": 27.3, ""prediction_is_finite"": true, ""reaction_time"": 12, ""validation_failures"": 0, ""bot_profile"": ""locale_en""}",True,69,,,12.0,46.0,58.0,12.0,0.6133333333333334,0.7733333333333334,False,False,False,False,3,waiting_times,PredictionTrial,Info,waiting_times,11,minutes,en,waiting_times,27.3,True,12,0,locale_en
{},{},45,2026-06-15 20:41:31,False,,,PredictionTrial,6,6,,True,6,9,9,everyday_predictions,"{""category"": ""marriages"", ""t_past"": 1, ""unit"": ""years"", ""displayed_locale"": ""en"", ""vignette_id"": ""marriages""}",True,False,1.0,0.0,,"{""category"": ""marriages"", ""vignette_id"": ""marriages"", ""t_past"": 1, ""unit"": ""years"", ""displayed_locale"": ""en"", ""prediction"": 16.8, ""prediction_is_finite"": true, ""reaction_time"": 12, ""validation_failures"": 0, ""bot_profile"": ""locale_en""}",True,70,,,12.0,58.0,70.0,12.0,0.7733333333333334,0.9333333333333333,False,False,False,False,4,marriages,PredictionTrial,Info,marriages,1,years,en,marriages,16.8,True,12,0,locale_en
{},{},46,2026-06-15 20:41:31,False,,,PredictionTrial,1,1,,True,1,10,10,everyday_predictions,"{""category"": ""life_spans"", ""t_past"": 18, ""unit"": ""years"", ""displayed_locale"": ""en"", ""vignette_id"": ""life_spans""}",True,False,1.0,0.0,,"{""category"": ""life_spans"", ""vignette_id"": ""life_spans"", ""t_past"": 18, ""unit"": ""years"", ""displayed_locale"": ""en"", ""prediction"": 60.9, ""prediction_is_finite"": true, ""reaction_time"": 12, ""validation_failures"": 0, ""bot_profile"": ""locale_en""}",True,74,,,12.0,10.0,22.0,12.0,0.13333333333333333,0.29333333333333333,False,False,False,False,0,life_spans,PredictionTrial,Info,life_spans,18,years,en,life_spans,60.9,True,12,0,locale_en
{},{},47,2026-06-15 20:41:31,False,,,PredictionTrial,23,23,,True,23,10,10,everyday_predictions,"{""category"": ""waiting_times"", ""t_past"": 7, ""unit"": ""minutes"", ""displayed_locale"": ""en"", ""vignette_id"": ""waiting_times""}",True,False,1.0,0.0,,"{""category"": ""waiting_times"", ""vignette_id"": ""waiting_times"", ""t_past"": 7, ""unit"": ""minutes"", ""displayed_locale"": ""en"", ""prediction"": 18.5, ""prediction_is_finite"": true, ""reaction_time"": 12, ""validation_failures"": 0, ""bot_profile"": ""locale_en""}",True,75,,,12.0,22.0,34.0,12.0,0.29333333333333333,0.45333333333333337,False,False,False,False,1,waiting_times,PredictionTrial,Info,waiting_times,7,minutes,en,waiting_times,18.5,True,12,0,locale_en
{},{},48,2026-06-15 20:41:32,False,,,PredictionTrial,18,18,,True,18,10,10,everyday_predictions,"{""category"": ""poem_lengths"", ""t_past"": 12, ""unit"": ""lines"", ""displayed_locale"": ""en"", ""vignette_id"": ""poem_lengths""}",True,False,1.0,0.0,,"{""category"": ""poem_lengths"", ""vignette_id"": ""poem_lengths"", ""t_past"": 12, ""unit"": ""lines"", ""displayed_locale"": ""en"", ""prediction"": 25.3, ""prediction_is_finite"": true, ""reaction_time"": 12, ""validation_failures"": 0, ""bot_profile"": ""locale_en""}",True,76,,,12.0,34.0,46.0,12.0,0.45333333333333337,0.6133333333333334,False,False,False,False,2,poem_lengths,PredictionTrial,Info,poem_lengths,12,lines,en,poem_lengths,25.3,True,12,0,locale_en
{},{},49,2026-06-15 20:41:32,False,,,PredictionTrial,15,15,,True,15,10,10,everyday_predictions,"{""category"": ""movie_run_times"", ""t_past"": 110, ""unit"": ""minutes"", ""displayed_locale"": ""en"", ""vignette_id"": ""movie_run_times""}",True,False,1.0,0.0,,"{""category"": ""movie_run_times"", ""vignette_id"": ""movie_run_times"", ""t_past"": 110, ""unit"": ""minutes"", ""displayed_locale"": ""en"", ""prediction"": 129.3, ""prediction_is_finite"": true, ""reaction_time"": 12, ""validation_failures"": 0, ""bot_profile"": ""locale_en""}",True,77,,,12.0,46.0,58.0,12.0,0.6133333333333334,0.7733333333333334,False,False,False,False,3,movie_run_times,PredictionTrial,Info,movie_run_times,110,minutes,en,movie_run_times,129.3,True,12,0,locale_en
{},{},50,2026-06-15 20:41:32,False,,,PredictionTrial,8,8,,True,8,10,10,everyday_predictions,"{""category"": ""marriages"", ""t_past"": 7, ""unit"": ""years"", ""displayed_locale"": ""en"", ""vignette_id"": ""marriages""}",True,False,1.0,0.0,,"{""category"": ""marriages"", ""vignette_id"": ""marriages"", ""t_past"": 7, ""unit"": ""years"", ""displayed_locale"": ""en"", ""prediction"": 21.7, ""prediction_is_finite"": true, ""reaction_time"": 12, ""validation_failures"": 0, ""bot_profile"": ""locale_en""}",True,78,,,12.0,58.0,70.0,12.0,0.7733333333333334,0.9333333333333333,False,False,False,False,4,marriages,PredictionTrial,Info,marriages,7,years,en,marriages,21.7,True,12,0,locale_en
{},{},51,2026-06-15 20:41:32,False,,,PredictionTrial,4,4,,True,4,11,11,everyday_predictions,"{""category"": ""life_spans"", ""t_past"": 83, ""unit"": ""years"", ""displayed_locale"": ""en"", ""vignette_id"": ""life_spans""}",True,False,1.0,0.0,,"{""category"": ""life_spans"", ""vignette_id"": ""life_spans"", ""t_past"": 83, ""unit"": ""years"", ""displayed_locale"": ""en"", ""prediction"": 85.1, ""prediction_is_finite"": true, ""reaction_time"": 12, ""validation_failures"": 0, ""bot_profile"": ""locale_en""}",True,82,,,12.0,10.0,22.0,12.0,0.13333333333333333,0.29333333333333333,False,False,False,False,0,life_spans,PredictionTrial,Info,life_spans,83,years,en,life_spans,85.1,True,12,0,locale_en
{},{},52,2026-06-15 20:41:33,False,,,PredictionTrial,7,7,,True,7,11,11,everyday_predictions,"{""category"": ""marriages"", ""t_past"": 3, ""unit"": ""years"", ""displayed_locale"": ""en"", ""vignette_id"": ""marriages""}",True,False,1.0,0.0,,"{""category"": ""marriages"", ""vignette_id"": ""marriages"", ""t_past"": 3, ""unit"": ""years"", ""displayed_locale"": ""en"", ""prediction"": 18.6, ""prediction_is_finite"": true, ""reaction_time"": 12, ""validation_failures"": 0, ""bot_profile"": ""locale_en""}",True,83,,,12.0,22.0,34.0,12.0,0.29333333333333333,0.45333333333333337,False,False,False,False,1,marriages,PredictionTrial,Info,marriages,3,years,en,marriages,18.6,True,12,0,locale_en
{},{},53,2026-06-15 20:41:33,False,,,PredictionTrial,20,20,,True,20,11,11,everyday_predictions,"{""category"": ""poem_lengths"", ""t_past"": 67, ""unit"": ""lines"", ""displayed_locale"": ""en"", ""vignette_id"": ""poem_lengths""}",True,False,1.0,0.0,,"{""category"": ""poem_lengths"", ""vignette_id"": ""poem_lengths"", ""t_past"": 67, ""unit"": ""lines"", ""displayed_locale"": ""en"", ""prediction"": 115.9, ""prediction_is_finite"": true, ""reaction_time"": 12, ""validation_failures"": 0, ""bot_profile"": ""locale_en""}",True,84,,,12.0,34.0,46.0,12.0,0.45333333333333337,0.6133333333333334,False,False,False,False,2,poem_lengths,PredictionTrial,Info,poem_lengths,67,lines,en,poem_lengths,115.9,True,12,0,locale_en
{},{},54,2026-06-15 20:41:33,False,,,PredictionTrial,21,21,,True,21,11,11,everyday_predictions,"{""category"": ""waiting_times"", ""t_past"": 1, ""unit"": ""minutes"", ""displayed_locale"": ""en"", ""vignette_id"": ""waiting_times""}",True,False,1.0,0.0,,"{""category"": ""waiting_times"", ""vignette_id"": ""waiting_times"", ""t_past"": 1, ""unit"": ""minutes"", ""displayed_locale"": ""en"", ""prediction"": 8.1, ""prediction_is_finite"": true, ""reaction_time"": 12, ""validation_failures"": 0, ""bot_profile"": ""locale_en""}",True,85,,,12.0,46.0,58.0,12.0,0.6133333333333334,0.7733333333333334,False,False,False,False,3,waiting_times,PredictionTrial,Info,waiting_times,1,minutes,en,waiting_times,8.1,True,12,0,locale_en
{},{},55,2026-06-15 20:41:33,False,,,PredictionTrial,11,11,,True,11,11,11,everyday_predictions,"{""category"": ""movie_run_times"", ""t_past"": 30, ""unit"": ""minutes"", ""displayed_locale"": ""en"", ""vignette_id"": ""movie_run_times""}",True,False,1.0,0.0,,"{""category"": ""movie_run_times"", ""vignette_id"": ""movie_run_times"", ""t_past"": 30, ""unit"": ""minutes"", ""displayed_locale"": ""en"", ""prediction"": 58.7, ""prediction_is_finite"": true, ""reaction_time"": 12, ""validation_failures"": 0, ""bot_profile"": ""locale_en""}",True,86,,,12.0,58.0,70.0,12.0,0.7733333333333334,0.9333333333333333,False,False,False,False,4,movie_run_times,PredictionTrial,Info,movie_run_times,30,minutes,en,movie_run_times,58.7,True,12,0,locale_en
{},{},56,2026-06-15 20:41:34,False,,,PredictionTrial,9,9,,True,9,12,12,everyday_predictions,"{""category"": ""marriages"", ""t_past"": 11, ""unit"": ""years"", ""displayed_locale"": ""en"", ""vignette_id"": ""marriages""}",True,False,1.0,0.0,,"{""category"": ""marriages"", ""vignette_id"": ""marriages"", ""t_past"": 11, ""unit"": ""years"", ""displayed_locale"": ""en"", ""prediction"": 25.8, ""prediction_is_finite"": true, ""reaction_time"": 12, ""validation_failures"": 0, ""bot_profile"": ""locale_en""}",True,90,,,12.0,10.0,22.0,12.0,0.13333333333333333,0.29333333333333333,False,False,False,False,0,marriages,PredictionTrial,Info,marriages,11,years,en,marriages,25.8,True,12,0,locale_en
{},{},57,2026-06-15 20:41:34,False,,,PredictionTrial,5,5,,True,5,12,12,everyday_predictions,"{""category"": ""life_spans"", ""t_past"": 96, ""unit"": ""years"", ""displayed_locale"": ""en"", ""vignette_id"": ""life_spans""}",True,False,1.0,0.0,,"{""category"": ""life_spans"", ""vignette_id"": ""life_spans"", ""t_past"": 96, ""unit"": ""years"", ""displayed_locale"": ""en"", ""prediction"": 96.0, ""prediction_is_finite"": true, ""reaction_time"": 12, ""validation_failures"": 0, ""bot_profile"": ""locale_en""}",True,91,,,12.0,22.0,34.0,12.0,0.29333333333333333,0.45333333333333337,False,False,False,False,1,life_spans,PredictionTrial,Info,life_spans,96,years,en,life_spans,96.0,True,12,0,locale_en
{},{},58,2026-06-15 20:41:34,False,,,PredictionTrial,19,19,,True,19,12,12,everyday_predictions,"{""category"": ""poem_lengths"", ""t_past"": 32, ""unit"": ""lines"", ""displayed_locale"": ""en"", ""vignette_id"": ""poem_lengths""}",True,False,1.0,0.0,,"{""category"": ""poem_lengths"", ""vignette_id"": ""poem_lengths"", ""t_past"": 32, ""unit"": ""lines"", ""displayed_locale"": ""en"", ""prediction"": 57.6, ""prediction_is_finite"": true, ""reaction_time"": 12, ""validation_failures"": 0, ""bot_profile"": ""locale_en""}",True,92,,,12.0,34.0,46.0,12.0,0.45333333333333337,0.6133333333333334,False,False,False,False,2,poem_lengths,PredictionTrial,Info,poem_lengths,32,lines,en,poem_lengths,57.6,True,12,0,locale_en
{},{},59,2026-06-15 20:41:34,False,,,PredictionTrial,12,12,,True,12,12,12,everyday_predictions,"{""category"": ""movie_run_times"", ""t_past"": 60, ""unit"": ""minutes"", ""displayed_locale"": ""en"", ""vignette_id"": ""movie_run_times""}",True,False,1.0,0.0,,"{""category"": ""movie_run_times"", ""vignette_id"": ""movie_run_times"", ""t_past"": 60, ""unit"": ""minutes"", ""displayed_locale"": ""en"", ""prediction"": 84.5, ""prediction_is_finite"": true, ""reaction_time"": 12, ""validation_failures"": 0, ""bot_profile"": ""locale_en""}",True,93,,,12.0,46.0,58.0,12.0,0.6133333333333334,0.7733333333333334,False,False,False,False,3,movie_run_times,PredictionTrial,Info,movie_run_times,60,minutes,en,movie_run_times,84.5,True,12,0,locale_en
{},{},60,2026-06-15 20:41:34,False,,,PredictionTrial,23,23,,True,23,12,12,everyday_predictions,"{""category"": ""waiting_times"", ""t_past"": 7, ""unit"": ""minutes"", ""displayed_locale"": ""en"", ""vignette_id"": ""waiting_times""}",True,False,1.0,0.0,,"{""category"": ""waiting_times"", ""vignette_id"": ""waiting_times"", ""t_past"": 7, ""unit"": ""minutes"", ""displayed_locale"": ""en"", ""prediction"": 18.7, ""prediction_is_finite"": true, ""reaction_time"": 12, ""validation_failures"": 0, ""bot_profile"": ""locale_en""}",True,94,,,12.0,58.0,70.0,12.0,0.7733333333333334,0.9333333333333333,False,False,False,False,4,waiting_times,PredictionTrial,Info,waiting_times,7,minutes,en,waiting_times,18.7,True,12,0,locale_en
{},{},61,2026-06-15 20:41:35,False,,,PredictionTrial,3,3,,True,3,13,13,everyday_predictions,"{""category"": ""life_spans"", ""t_past"": 61, ""unit"": ""years"", ""displayed_locale"": ""en"", ""vignette_id"": ""life_spans""}",True,False,1.0,0.0,,"{""category"": ""life_spans"", ""vignette_id"": ""life_spans"", ""t_past"": 61, ""unit"": ""years"", ""displayed_locale"": ""en"", ""prediction"": 75.1, ""prediction_is_finite"": true, ""reaction_time"": 12, ""validation_failures"": 0, ""bot_profile"": ""locale_en""}",True,98,,,12.0,10.0,22.0,12.0,0.13333333333333333,0.29333333333333333,False,False,False,False,0,life_spans,PredictionTrial,Info,life_spans,61,years,en,life_spans,75.1,True,12,0,locale_en
{},{},62,2026-06-15 20:41:35,False,,,PredictionTrial,25,25,,True,25,13,13,everyday_predictions,"{""category"": ""waiting_times"", ""t_past"": 23, ""unit"": ""minutes"", ""displayed_locale"": ""en"", ""vignette_id"": ""waiting_times""}",True,False,1.0,0.0,,"{""category"": ""waiting_times"", ""vignette_id"": ""waiting_times"", ""t_past"": 23, ""unit"": ""minutes"", ""displayed_locale"": ""en"", ""prediction"": 48.1, ""prediction_is_finite"": true, ""reaction_time"": 12, ""validation_failures"": 0, ""bot_profile"": ""locale_en""}",True,99,,,12.0,22.0,34.0,12.0,0.29333333333333333,0.45333333333333337,False,False,False,False,1,waiting_times,PredictionTrial,Info,waiting_times,23,minutes,en,waiting_times,48.1,True,12,0,locale_en
{},{},63,2026-06-15 20:41:35,False,,,PredictionTrial,18,18,,True,18,13,13,everyday_predictions,"{""category"": ""poem_lengths"", ""t_past"": 12, ""unit"": ""lines"", ""displayed_locale"": ""en"", ""vignette_id"": ""poem_lengths""}",True,False,1.0,0.0,,"{""category"": ""poem_lengths"", ""vignette_id"": ""poem_lengths"", ""t_past"": 12, ""unit"": ""lines"", ""displayed_locale"": ""en"", ""prediction"": 23.5, ""prediction_is_finite"": true, ""reaction_time"": 12, ""validation_failures"": 0, ""bot_profile"": ""locale_en""}",True,100,,,12.0,34.0,46.0,12.0,0.45333333333333337,0.6133333333333334,False,False,False,False,2,poem_lengths,PredictionTrial,Info,poem_lengths,12,lines,en,poem_lengths,23.5,True,12,0,locale_en
{},{},64,2026-06-15 20:41:36,False,,,PredictionTrial,10,10,,True,10,13,13,everyday_predictions,"{""category"": ""marriages"", ""t_past"": 23, ""unit"": ""years"", ""displayed_locale"": ""en"", ""vignette_id"": ""marriages""}",True,False,1.0,0.0,,"{""category"": ""marriages"", ""vignette_id"": ""marriages"", ""t_past"": 23, ""unit"": ""years"", ""displayed_locale"": ""en"", ""prediction"": 34.2, ""prediction_is_finite"": true, ""reaction_time"": 12, ""validation_failures"": 0, ""bot_profile"": ""locale_en""}",True,101,,,12.0,46.0,58.0,12.0,0.6133333333333334,0.7733333333333334,False,False,False,False,3,marriages,PredictionTrial,Info,marriages,23,years,en,marriages,34.2,True,12,0,locale_en
{},{},65,2026-06-15 20:41:36,False,,,PredictionTrial,13,13,,True,13,13,13,everyday_predictions,"{""category"": ""movie_run_times"", ""t_past"": 80, ""unit"": ""minutes"", ""displayed_locale"": ""en"", ""vignette_id"": ""movie_run_times""}",True,False,1.0,0.0,,"{""category"": ""movie_run_times"", ""vignette_id"": ""movie_run_times"", ""t_past"": 80, ""unit"": ""minutes"", ""displayed_locale"": ""en"", ""prediction"": 100.0, ""prediction_is_finite"": true, ""reaction_time"": 12, ""validation_failures"": 0, ""bot_profile"": ""locale_en""}",True,102,,,12.0,58.0,70.0,12.0,0.7733333333333334,0.9333333333333333,False,False,False,False,4,movie_run_times,PredictionTrial,Info,movie_run_times,80,minutes,en,movie_run_times,100.0,True,12,0,locale_en
{},{},66,2026-06-15 20:41:36,False,,,PredictionTrial,24,24,,True,24,14,14,everyday_predictions,"{""category"": ""waiting_times"", ""t_past"": 11, ""unit"": ""minutes"", ""displayed_locale"": ""en"", ""vignette_id"": ""waiting_times""}",True,False,1.0,0.0,,"{""category"": ""waiting_times"", ""vignette_id"": ""waiting_times"", ""t_past"": 11, ""unit"": ""minutes"", ""displayed_locale"": ""en"", ""prediction"": 26.1, ""prediction_is_finite"": true, ""reaction_time"": 12, ""validation_failures"": 0, ""bot_profile"": ""locale_en""}",True,106,,,12.0,10.0,22.0,12.0,0.13333333333333333,0.29333333333333333,False,False,False,False,0,waiting_times,PredictionTrial,Info,waiting_times,11,minutes,en,waiting_times,26.1,True,12,0,locale_en
{},{},67,2026-06-15 20:41:36,False,,,PredictionTrial,16,16,,True,16,14,14,everyday_predictions,"{""category"": ""poem_lengths"", ""t_past"": 2, ""unit"": ""lines"", ""displayed_locale"": ""en"", ""vignette_id"": ""poem_lengths""}",True,False,1.0,0.0,,"{""category"": ""poem_lengths"", ""vignette_id"": ""poem_lengths"", ""t_past"": 2, ""unit"": ""lines"", ""displayed_locale"": ""en"", ""prediction"": 8.5, ""prediction_is_finite"": true, ""reaction_time"": 12, ""validation_failures"": 0, ""bot_profile"": ""locale_en""}",True,107,,,12.0,22.0,34.0,12.0,0.29333333333333333,0.45333333333333337,False,False,False,False,1,poem_lengths,PredictionTrial,Info,poem_lengths,2,lines,en,poem_lengths,8.5,True,12,0,locale_en
{},{},68,2026-06-15 20:41:37,False,,,PredictionTrial,1,1,,True,1,14,14,everyday_predictions,"{""category"": ""life_spans"", ""t_past"": 18, ""unit"": ""years"", ""displayed_locale"": ""en"", ""vignette_id"": ""life_spans""}",True,False,1.0,0.0,,"{""category"": ""life_spans"", ""vignette_id"": ""life_spans"", ""t_past"": 18, ""unit"": ""years"", ""displayed_locale"": ""en"", ""prediction"": 64.6, ""prediction_is_finite"": true, ""reaction_time"": 12, ""validation_failures"": 0, ""bot_profile"": ""locale_en""}",True,108,,,12.0,34.0,46.0,12.0,0.45333333333333337,0.6133333333333334,False,False,False,False,2,life_spans,PredictionTrial,Info,life_spans,18,years,en,life_spans,64.6,True,12,0,locale_en
{},{},69,2026-06-15 20:41:37,False,,,PredictionTrial,15,15,,True,15,14,14,everyday_predictions,"{""category"": ""movie_run_times"", ""t_past"": 110, ""unit"": ""minutes"", ""displayed_locale"": ""en"", ""vignette_id"": ""movie_run_times""}",True,False,1.0,0.0,,"{""category"": ""movie_run_times"", ""vignette_id"": ""movie_run_times"", ""t_past"": 110, ""unit"": ""minutes"", ""displayed_locale"": ""en"", ""prediction"": 129.1, ""prediction_is_finite"": true, ""reaction_time"": 12, ""validation_failures"": 0, ""bot_profile"": ""locale_en""}",True,109,,,12.0,46.0,58.0,12.0,0.6133333333333334,0.7733333333333334,False,False,False,False,3,movie_run_times,PredictionTrial,Info,movie_run_times,110,minutes,en,movie_run_times,129.1,True,12,0,locale_en
{},{},70,2026-06-15 20:41:37,False,,,PredictionTrial,6,6,,True,6,14,14,everyday_predictions,"{""category"": ""marriages"", ""t_past"": 1, ""unit"": ""years"", ""displayed_locale"": ""en"", ""vignette_id"": ""marriages""}",True,False,1.0,0.0,,"{""category"": ""marriages"", ""vignette_id"": ""marriages"", ""t_past"": 1, ""unit"": ""years"", ""displayed_locale"": ""en"", ""prediction"": 20.1, ""prediction_is_finite"": true, ""reaction_time"": 12, ""validation_failures"": 0, ""bot_profile"": ""locale_en""}",True,110,,,12.0,58.0,70.0,12.0,0.7733333333333334,0.9333333333333333,False,False,False,False,4,marriages,PredictionTrial,Info,marriages,1,years,en,marriages,20.1,True,12,0,locale_en
{},{},71,2026-06-15 20:41:38,False,,,PredictionTrial,17,17,,True,17,15,15,everyday_predictions,"{""category"": ""poem_lengths"", ""t_past"": 5, ""unit"": ""lines"", ""displayed_locale"": ""en"", ""vignette_id"": ""poem_lengths""}",True,False,1.0,0.0,,"{""category"": ""poem_lengths"", ""vignette_id"": ""poem_lengths"", ""t_past"": 5, ""unit"": ""lines"", ""displayed_locale"": ""en"", ""prediction"": 14.7, ""prediction_is_finite"": true, ""reaction_time"": 12, ""validation_failures"": 0, ""bot_profile"": ""locale_en""}",True,114,,,12.0,10.0,22.0,12.0,0.13333333333333333,0.29333333333333333,False,False,False,False,0,poem_lengths,PredictionTrial,Info,poem_lengths,5,lines,en,poem_lengths,14.7,True,12,0,locale_en
