chain_id,condition,event_content,event_id,event_type,generation_id,id,trial_index_within_generation
0,easy,"{""action"": ""moveUp"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": """", ""event_id"": ""event-7"", ""x"": 12, ""y"": 5}",event-7,moveUp,1,4,2
0,easy,"{""action"": ""moveUp"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": """", ""event_id"": ""event-8"", ""x"": 12, ""y"": 4}",event-8,moveUp,1,4,2
0,easy,"{""action"": ""pickUp"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": ""circle_checkered_0"", ""event_id"": ""event-9"", ""x"": 12, ""y"": 4}",event-9,pickUp,1,4,2
0,easy,"{""action"": ""moveRight"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": ""circle_checkered_0"", ""event_id"": ""event-10"", ""x"": 13, ""y"": 4}",event-10,moveRight,1,4,2
0,easy,"{""action"": ""moveDown"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": ""circle_checkered_0"", ""event_id"": ""event-11"", ""x"": 13, ""y"": 5}",event-11,moveDown,1,4,2
0,easy,"{""action"": ""moveDown"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": ""circle_checkered_0"", ""event_id"": ""event-12"", ""x"": 13, ""y"": 6}",event-12,moveDown,1,4,2
0,easy,"{""action"": ""combine"", ""actions_left"": 39, ""current_points"": 0, ""currently_carrying"": ""circle_dots_1"", ""event_id"": ""event-13"", ""x"": 13, ""y"": 6}",event-13,combine,1,4,2
0,easy,"{""action"": ""consume"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": """", ""event_id"": ""event-14"", ""x"": 13, ""y"": 6}",event-14,consume,1,4,2
0,easy,"{""action"": ""moveLeft"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": """", ""event_id"": ""event-15"", ""x"": 12, ""y"": 6}",event-15,moveLeft,1,4,2
0,easy,"{""action"": ""moveLeft"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": """", ""event_id"": ""event-16"", ""x"": 11, ""y"": 6}",event-16,moveLeft,1,4,2
0,easy,"{""action"": ""moveLeft"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": """", ""event_id"": ""event-17"", ""x"": 10, ""y"": 6}",event-17,moveLeft,1,4,2
0,easy,"{""action"": ""moveUp"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": """", ""event_id"": ""event-18"", ""x"": 10, ""y"": 5}",event-18,moveUp,1,4,2
0,easy,"{""action"": ""pickUp"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": ""circle_plain_0"", ""event_id"": ""event-19"", ""x"": 10, ""y"": 5}",event-19,pickUp,1,4,2
0,easy,"{""action"": ""moveRight"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": ""circle_plain_0"", ""event_id"": ""event-20"", ""x"": 11, ""y"": 5}",event-20,moveRight,1,4,2
0,easy,"{""action"": ""moveDown"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": ""circle_plain_0"", ""event_id"": ""event-21"", ""x"": 11, ""y"": 6}",event-21,moveDown,1,4,2
0,easy,"{""action"": ""moveDown"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": ""circle_plain_0"", ""event_id"": ""event-22"", ""x"": 11, ""y"": 7}",event-22,moveDown,1,4,2
0,easy,"{""action"": ""moveDown"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": ""circle_plain_0"", ""event_id"": ""event-23"", ""x"": 11, ""y"": 8}",event-23,moveDown,1,4,2
0,easy,"{""action"": ""moveDown"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": ""circle_plain_0"", ""event_id"": ""event-24"", ""x"": 11, ""y"": 9}",event-24,moveDown,1,4,2
0,easy,"{""action"": ""moveDown"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": ""circle_plain_0"", ""event_id"": ""event-25"", ""x"": 11, ""y"": 10}",event-25,moveDown,1,4,2
0,easy,"{""action"": ""moveDown"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": ""circle_plain_0"", ""event_id"": ""event-26"", ""x"": 11, ""y"": 11}",event-26,moveDown,1,4,2
0,easy,"{""action"": ""moveDown"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": ""circle_plain_0"", ""event_id"": ""event-27"", ""x"": 11, ""y"": 12}",event-27,moveDown,1,4,2
0,easy,"{""action"": ""moveDown"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": ""circle_plain_0"", ""event_id"": ""event-28"", ""x"": 11, ""y"": 13}",event-28,moveDown,1,4,2
0,easy,"{""action"": ""moveDown"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": ""circle_plain_0"", ""event_id"": ""event-29"", ""x"": 11, ""y"": 14}",event-29,moveDown,1,4,2
0,easy,"{""action"": ""combine"", ""actions_left"": 37, ""current_points"": 10, ""currently_carrying"": ""circle_stripes_1"", ""event_id"": ""event-30"", ""x"": 11, ""y"": 14}",event-30,combine,1,4,2
0,easy,"{""action"": ""consume"", ""actions_left"": 36, ""current_points"": 20, ""currently_carrying"": """", ""event_id"": ""event-31"", ""x"": 11, ""y"": 14}",event-31,consume,1,4,2
0,easy,"{""action"": ""moveRight"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": """", ""event_id"": ""event-1"", ""x"": 8, ""y"": 7}",event-1,moveRight,2,5,1
0,easy,"{""action"": ""moveUp"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": """", ""event_id"": ""event-2"", ""x"": 8, ""y"": 6}",event-2,moveUp,2,5,1
0,easy,"{""action"": ""moveUp"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": """", ""event_id"": ""event-3"", ""x"": 8, ""y"": 5}",event-3,moveUp,2,5,1
0,easy,"{""action"": ""moveUp"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": """", ""event_id"": ""event-4"", ""x"": 8, ""y"": 4}",event-4,moveUp,2,5,1
0,easy,"{""action"": ""moveUp"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": """", ""event_id"": ""event-5"", ""x"": 8, ""y"": 3}",event-5,moveUp,2,5,1
0,easy,"{""action"": ""pickUp"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": ""circle_checkered_0"", ""event_id"": ""event-6"", ""x"": 8, ""y"": 3}",event-6,pickUp,2,5,1
0,easy,"{""action"": ""moveRight"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": ""circle_checkered_0"", ""event_id"": ""event-7"", ""x"": 9, ""y"": 3}",event-7,moveRight,2,5,1
0,easy,"{""action"": ""moveDown"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": ""circle_checkered_0"", ""event_id"": ""event-8"", ""x"": 9, ""y"": 4}",event-8,moveDown,2,5,1
0,easy,"{""action"": ""moveDown"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": ""circle_checkered_0"", ""event_id"": ""event-9"", ""x"": 9, ""y"": 5}",event-9,moveDown,2,5,1
0,easy,"{""action"": ""moveDown"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": ""circle_checkered_0"", ""event_id"": ""event-10"", ""x"": 9, ""y"": 6}",event-10,moveDown,2,5,1
0,easy,"{""action"": ""combine"", ""actions_left"": 39, ""current_points"": 0, ""currently_carrying"": ""circle_dots_1"", ""event_id"": ""event-11"", ""x"": 9, ""y"": 6}",event-11,combine,2,5,1
0,easy,"{""action"": ""consume"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": """", ""event_id"": ""event-12"", ""x"": 9, ""y"": 6}",event-12,consume,2,5,1
0,easy,"{""action"": ""moveLeft"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": """", ""event_id"": ""event-13"", ""x"": 8, ""y"": 6}",event-13,moveLeft,2,5,1
0,easy,"{""action"": ""moveLeft"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": """", ""event_id"": ""event-14"", ""x"": 7, ""y"": 6}",event-14,moveLeft,2,5,1
0,easy,"{""action"": ""moveLeft"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": """", ""event_id"": ""event-15"", ""x"": 6, ""y"": 6}",event-15,moveLeft,2,5,1
0,easy,"{""action"": ""moveLeft"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": """", ""event_id"": ""event-16"", ""x"": 5, ""y"": 6}",event-16,moveLeft,2,5,1
0,easy,"{""action"": ""moveLeft"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": """", ""event_id"": ""event-17"", ""x"": 4, ""y"": 6}",event-17,moveLeft,2,5,1
0,easy,"{""action"": ""moveLeft"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": """", ""event_id"": ""event-18"", ""x"": 3, ""y"": 6}",event-18,moveLeft,2,5,1
0,easy,"{""action"": ""moveLeft"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": """", ""event_id"": ""event-19"", ""x"": 2, ""y"": 6}",event-19,moveLeft,2,5,1
0,easy,"{""action"": ""moveUp"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": """", ""event_id"": ""event-20"", ""x"": 2, ""y"": 5}",event-20,moveUp,2,5,1
0,easy,"{""action"": ""moveUp"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": """", ""event_id"": ""event-21"", ""x"": 2, ""y"": 4}",event-21,moveUp,2,5,1
0,easy,"{""action"": ""moveUp"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": """", ""event_id"": ""event-22"", ""x"": 2, ""y"": 3}",event-22,moveUp,2,5,1
0,easy,"{""action"": ""moveUp"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": """", ""event_id"": ""event-23"", ""x"": 2, ""y"": 2}",event-23,moveUp,2,5,1
0,easy,"{""action"": ""pickUp"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": ""circle_plain_0"", ""event_id"": ""event-24"", ""x"": 2, ""y"": 2}",event-24,pickUp,2,5,1
0,easy,"{""action"": ""moveUp"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": ""circle_plain_0"", ""event_id"": ""event-25"", ""x"": 2, ""y"": 1}",event-25,moveUp,2,5,1
0,easy,"{""action"": ""combine"", ""actions_left"": 37, ""current_points"": 10, ""currently_carrying"": ""circle_stripes_1"", ""event_id"": ""event-26"", ""x"": 2, ""y"": 1}",event-26,combine,2,5,1
0,easy,"{""action"": ""consume"", ""actions_left"": 36, ""current_points"": 20, ""currently_carrying"": """", ""event_id"": ""event-27"", ""x"": 2, ""y"": 1}",event-27,consume,2,5,1
0,easy,"{""action"": ""moveRight"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": """", ""event_id"": ""event-1"", ""x"": 8, ""y"": 7}",event-1,moveRight,2,6,2
0,easy,"{""action"": ""moveRight"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": """", ""event_id"": ""event-2"", ""x"": 9, ""y"": 7}",event-2,moveRight,2,6,2
0,easy,"{""action"": ""moveRight"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": """", ""event_id"": ""event-3"", ""x"": 10, ""y"": 7}",event-3,moveRight,2,6,2
0,easy,"{""action"": ""moveRight"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": """", ""event_id"": ""event-4"", ""x"": 11, ""y"": 7}",event-4,moveRight,2,6,2
0,easy,"{""action"": ""moveDown"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": """", ""event_id"": ""event-5"", ""x"": 11, ""y"": 8}",event-5,moveDown,2,6,2
0,easy,"{""action"": ""moveDown"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": """", ""event_id"": ""event-6"", ""x"": 11, ""y"": 9}",event-6,moveDown,2,6,2
0,easy,"{""action"": ""pickUp"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": ""circle_checkered_0"", ""event_id"": ""event-7"", ""x"": 11, ""y"": 9}",event-7,pickUp,2,6,2
0,easy,"{""action"": ""moveLeft"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": ""circle_checkered_0"", ""event_id"": ""event-8"", ""x"": 10, ""y"": 9}",event-8,moveLeft,2,6,2
0,easy,"{""action"": ""moveLeft"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": ""circle_checkered_0"", ""event_id"": ""event-9"", ""x"": 9, ""y"": 9}",event-9,moveLeft,2,6,2
0,easy,"{""action"": ""moveLeft"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": ""circle_checkered_0"", ""event_id"": ""event-10"", ""x"": 8, ""y"": 9}",event-10,moveLeft,2,6,2
0,easy,"{""action"": ""moveLeft"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": ""circle_checkered_0"", ""event_id"": ""event-11"", ""x"": 7, ""y"": 9}",event-11,moveLeft,2,6,2
0,easy,"{""action"": ""moveLeft"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": ""circle_checkered_0"", ""event_id"": ""event-12"", ""x"": 6, ""y"": 9}",event-12,moveLeft,2,6,2
0,easy,"{""action"": ""moveLeft"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": ""circle_checkered_0"", ""event_id"": ""event-13"", ""x"": 5, ""y"": 9}",event-13,moveLeft,2,6,2
0,easy,"{""action"": ""moveLeft"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": ""circle_checkered_0"", ""event_id"": ""event-14"", ""x"": 4, ""y"": 9}",event-14,moveLeft,2,6,2
0,easy,"{""action"": ""moveUp"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": ""circle_checkered_0"", ""event_id"": ""event-15"", ""x"": 4, ""y"": 8}",event-15,moveUp,2,6,2
0,easy,"{""action"": ""moveUp"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": ""circle_checkered_0"", ""event_id"": ""event-16"", ""x"": 4, ""y"": 7}",event-16,moveUp,2,6,2
0,easy,"{""action"": ""moveUp"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": ""circle_checkered_0"", ""event_id"": ""event-17"", ""x"": 4, ""y"": 6}",event-17,moveUp,2,6,2
0,easy,"{""action"": ""moveUp"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": ""circle_checkered_0"", ""event_id"": ""event-18"", ""x"": 4, ""y"": 5}",event-18,moveUp,2,6,2
0,easy,"{""action"": ""moveUp"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": ""circle_checkered_0"", ""event_id"": ""event-19"", ""x"": 4, ""y"": 4}",event-19,moveUp,2,6,2
0,easy,"{""action"": ""moveUp"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": ""circle_checkered_0"", ""event_id"": ""event-20"", ""x"": 4, ""y"": 3}",event-20,moveUp,2,6,2
0,easy,"{""action"": ""moveUp"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": ""circle_checkered_0"", ""event_id"": ""event-21"", ""x"": 4, ""y"": 2}",event-21,moveUp,2,6,2
0,easy,"{""action"": ""combine"", ""actions_left"": 39, ""current_points"": 0, ""currently_carrying"": ""circle_dots_1"", ""event_id"": ""event-22"", ""x"": 4, ""y"": 2}",event-22,combine,2,6,2
0,easy,"{""action"": ""consume"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": """", ""event_id"": ""event-23"", ""x"": 4, ""y"": 2}",event-23,consume,2,6,2
0,easy,"{""action"": ""moveRight"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": """", ""event_id"": ""event-24"", ""x"": 5, ""y"": 2}",event-24,moveRight,2,6,2
0,easy,"{""action"": ""moveRight"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": """", ""event_id"": ""event-25"", ""x"": 6, ""y"": 2}",event-25,moveRight,2,6,2
0,easy,"{""action"": ""moveRight"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": """", ""event_id"": ""event-26"", ""x"": 7, ""y"": 2}",event-26,moveRight,2,6,2
0,easy,"{""action"": ""moveRight"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": """", ""event_id"": ""event-27"", ""x"": 8, ""y"": 2}",event-27,moveRight,2,6,2
0,easy,"{""action"": ""moveRight"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": """", ""event_id"": ""event-28"", ""x"": 9, ""y"": 2}",event-28,moveRight,2,6,2
0,easy,"{""action"": ""moveRight"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": """", ""event_id"": ""event-29"", ""x"": 10, ""y"": 2}",event-29,moveRight,2,6,2
0,easy,"{""action"": ""pickUp"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": ""circle_plain_0"", ""event_id"": ""event-30"", ""x"": 10, ""y"": 2}",event-30,pickUp,2,6,2
0,easy,"{""action"": ""moveLeft"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": ""circle_plain_0"", ""event_id"": ""event-31"", ""x"": 9, ""y"": 2}",event-31,moveLeft,2,6,2
0,easy,"{""action"": ""moveLeft"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": ""circle_plain_0"", ""event_id"": ""event-32"", ""x"": 8, ""y"": 2}",event-32,moveLeft,2,6,2
0,easy,"{""action"": ""moveLeft"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": ""circle_plain_0"", ""event_id"": ""event-33"", ""x"": 7, ""y"": 2}",event-33,moveLeft,2,6,2
0,easy,"{""action"": ""moveLeft"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": ""circle_plain_0"", ""event_id"": ""event-34"", ""x"": 6, ""y"": 2}",event-34,moveLeft,2,6,2
0,easy,"{""action"": ""moveLeft"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": ""circle_plain_0"", ""event_id"": ""event-35"", ""x"": 5, ""y"": 2}",event-35,moveLeft,2,6,2
0,easy,"{""action"": ""moveLeft"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": ""circle_plain_0"", ""event_id"": ""event-36"", ""x"": 4, ""y"": 2}",event-36,moveLeft,2,6,2
0,easy,"{""action"": ""moveLeft"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": ""circle_plain_0"", ""event_id"": ""event-37"", ""x"": 3, ""y"": 2}",event-37,moveLeft,2,6,2
0,easy,"{""action"": ""moveLeft"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": ""circle_plain_0"", ""event_id"": ""event-38"", ""x"": 2, ""y"": 2}",event-38,moveLeft,2,6,2
0,easy,"{""action"": ""moveUp"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": ""circle_plain_0"", ""event_id"": ""event-39"", ""x"": 2, ""y"": 1}",event-39,moveUp,2,6,2
0,easy,"{""action"": ""combine"", ""actions_left"": 37, ""current_points"": 10, ""currently_carrying"": ""circle_stripes_1"", ""event_id"": ""event-40"", ""x"": 2, ""y"": 1}",event-40,combine,2,6,2
0,easy,"{""action"": ""consume"", ""actions_left"": 36, ""current_points"": 20, ""currently_carrying"": """", ""event_id"": ""event-41"", ""x"": 2, ""y"": 1}",event-41,consume,2,6,2
