vars,id,creation_time,failed,failed_reason,time_of_death,type,participant_id,question,answer,page_type,successful_validation,metadata_,class,object_type
{},135,2026-06-15 20:43:05,False,,,Response,17,info,,InfoPage,True,"{""prompt"": {}, ""control"": {}, ""time_taken"": 5}",Response,_Response
{},136,2026-06-15 20:43:05,False,,,Response,17,SuccessfulEndLogic,Finish,ModularPage,True,"{""choices"": [""Finish""], ""labels"": [""Finish""], ""time_taken"": 0.0, ""prompt"": {}, ""control"": {""choices"": [""Finish""], ""labels"": {""py/id"": 5}}}",Response,_Response
{},137,2026-06-15 20:43:05,False,,,Response,18,info,,InfoPage,True,"{""prompt"": {}, ""control"": {}, ""time_taken"": 10}",Response,_Response
{},138,2026-06-15 20:43:05,False,,,Response,18,prediction_life_spans,73.2,ModularPage,True,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},139,2026-06-15 20:43:06,False,,,Response,18,prediction_waiting_times,27.6,ModularPage,True,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},140,2026-06-15 20:43:06,False,,,Response,18,prediction_movie_run_times,105.8,ModularPage,True,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},141,2026-06-15 20:43:06,False,,,Response,18,prediction_poem_lengths,108.2,ModularPage,True,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},142,2026-06-15 20:43:06,False,,,Response,18,prediction_marriages,16.8,ModularPage,True,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},143,2026-06-15 20:43:06,False,,,Response,18,info,,InfoPage,True,"{""prompt"": {}, ""control"": {}, ""time_taken"": 5}",Response,_Response
{},144,2026-06-15 20:43:06,False,,,Response,18,SuccessfulEndLogic,Finish,ModularPage,True,"{""choices"": [""Finish""], ""labels"": [""Finish""], ""time_taken"": 0.0, ""prompt"": {}, ""control"": {""choices"": [""Finish""], ""labels"": {""py/id"": 5}}}",Response,_Response
