participant_id,trial_id,stimulus_id,audio_path,condition,excerpt_type,intended_affect,sample_index,elapsed_time_ms,elapsed_time_sec,dimension,rating_value,sample_source,browser_local_time
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,84,10500,10.5,valence,-0.415,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,85,10500,10.5,arousal,-0.071,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,86,10750,10.75,valence,-0.411,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,87,10750,10.75,arousal,-0.062,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,88,11000,11.0,valence,-0.407,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,89,11000,11.0,arousal,-0.053,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,90,11250,11.25,valence,-0.402,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,91,11250,11.25,arousal,-0.043,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,92,11500,11.5,valence,-0.398,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,93,11500,11.5,arousal,-0.034,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,94,11750,11.75,valence,-0.394,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,95,11750,11.75,arousal,-0.024,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,96,12000,12.0,valence,-0.39,simulated_psynet_bot_interval,
1,2,dark_minor,static/stimuli/dark_minor.wav,generated,minor_chord_pulse,negative_calm,97,12000,12.0,arousal,-0.015,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,0,0,0.0,valence,0.21,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,1,0,0.0,arousal,-0.165,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,2,250,0.25,valence,0.214,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,3,250,0.25,arousal,-0.156,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,4,500,0.5,valence,0.218,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,5,500,0.5,arousal,-0.146,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,6,750,0.75,valence,0.222,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,7,750,0.75,arousal,-0.137,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,8,1000,1.0,valence,0.227,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,9,1000,1.0,arousal,-0.128,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,10,1250,1.25,valence,0.231,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,11,1250,1.25,arousal,-0.118,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,12,1500,1.5,valence,0.235,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,13,1500,1.5,arousal,-0.109,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,14,1750,1.75,valence,0.239,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,15,1750,1.75,arousal,-0.099,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,16,2000,2.0,valence,0.243,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,17,2000,2.0,arousal,-0.09,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,18,2250,2.25,valence,0.247,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,19,2250,2.25,arousal,-0.081,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,20,2500,2.5,valence,0.252,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,21,2500,2.5,arousal,-0.071,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,22,2750,2.75,valence,0.256,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,23,2750,2.75,arousal,-0.062,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,24,3000,3.0,valence,0.26,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,25,3000,3.0,arousal,-0.052,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,26,3250,3.25,valence,0.264,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,27,3250,3.25,arousal,-0.043,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,28,3500,3.5,valence,0.268,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,29,3500,3.5,arousal,-0.034,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,30,3750,3.75,valence,0.273,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,31,3750,3.75,arousal,-0.024,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,32,4000,4.0,valence,0.277,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,33,4000,4.0,arousal,-0.015,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,34,4250,4.25,valence,0.281,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,35,4250,4.25,arousal,-0.006,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,36,4500,4.5,valence,0.285,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,37,4500,4.5,arousal,0.004,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,38,4750,4.75,valence,0.289,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,39,4750,4.75,arousal,0.013,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,40,5000,5.0,valence,0.293,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,41,5000,5.0,arousal,0.023,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,42,5250,5.25,valence,0.297,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,43,5250,5.25,arousal,0.032,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,44,5500,5.5,valence,0.302,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,45,5500,5.5,arousal,0.041,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,46,5750,5.75,valence,0.306,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,47,5750,5.75,arousal,0.051,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,48,6000,6.0,valence,0.31,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,49,6000,6.0,arousal,0.06,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,50,6250,6.25,valence,0.314,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,51,6250,6.25,arousal,0.069,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,52,6500,6.5,valence,0.318,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,53,6500,6.5,arousal,0.079,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,54,6750,6.75,valence,0.323,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,55,6750,6.75,arousal,0.088,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,56,7000,7.0,valence,0.327,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,57,7000,7.0,arousal,0.098,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,58,7250,7.25,valence,0.331,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,59,7250,7.25,arousal,0.107,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,60,7500,7.5,valence,0.335,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,61,7500,7.5,arousal,0.116,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,62,7750,7.75,valence,0.339,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,63,7750,7.75,arousal,0.126,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,64,8000,8.0,valence,0.343,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,65,8000,8.0,arousal,0.135,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,66,8250,8.25,valence,0.347,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,67,8250,8.25,arousal,0.144,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,68,8500,8.5,valence,0.352,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,69,8500,8.5,arousal,0.154,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,70,8750,8.75,valence,0.356,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,71,8750,8.75,arousal,0.163,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,72,9000,9.0,valence,0.36,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,73,9000,9.0,arousal,0.173,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,74,9250,9.25,valence,0.364,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,75,9250,9.25,arousal,0.182,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,76,9500,9.5,valence,0.368,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,77,9500,9.5,arousal,0.191,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,78,9750,9.75,valence,0.372,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,79,9750,9.75,arousal,0.201,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,80,10000,10.0,valence,0.377,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,81,10000,10.0,arousal,0.21,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,82,10250,10.25,valence,0.381,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,83,10250,10.25,arousal,0.219,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,84,10500,10.5,valence,0.385,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,85,10500,10.5,arousal,0.229,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,86,10750,10.75,valence,0.389,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,87,10750,10.75,arousal,0.238,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,88,11000,11.0,valence,0.393,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,89,11000,11.0,arousal,0.247,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,90,11250,11.25,valence,0.398,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,91,11250,11.25,arousal,0.257,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,92,11500,11.5,valence,0.402,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,93,11500,11.5,arousal,0.266,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,94,11750,11.75,valence,0.406,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,95,11750,11.75,arousal,0.276,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,96,12000,12.0,valence,0.41,simulated_psynet_bot_interval,
1,3,bright_rise,static/stimuli/bright_rise.wav,generated,rising_tone_cluster,positive_rising_arousal,97,12000,12.0,arousal,0.285,simulated_psynet_bot_interval,
2,4,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,0,0,0.0,valence,0.45,simulated_psynet_bot_interval,
2,4,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,1,0,0.0,arousal,0.275,simulated_psynet_bot_interval,
2,4,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,2,250,0.25,valence,0.454,simulated_psynet_bot_interval,
2,4,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,3,250,0.25,arousal,0.284,simulated_psynet_bot_interval,
2,4,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,4,500,0.5,valence,0.458,simulated_psynet_bot_interval,
2,4,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,5,500,0.5,arousal,0.294,simulated_psynet_bot_interval,
2,4,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,6,750,0.75,valence,0.463,simulated_psynet_bot_interval,
2,4,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,7,750,0.75,arousal,0.303,simulated_psynet_bot_interval,
2,4,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,8,1000,1.0,valence,0.467,simulated_psynet_bot_interval,
2,4,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,9,1000,1.0,arousal,0.312,simulated_psynet_bot_interval,
2,4,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,10,1250,1.25,valence,0.471,simulated_psynet_bot_interval,
2,4,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,11,1250,1.25,arousal,0.322,simulated_psynet_bot_interval,
2,4,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,12,1500,1.5,valence,0.475,simulated_psynet_bot_interval,
2,4,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,13,1500,1.5,arousal,0.331,simulated_psynet_bot_interval,
2,4,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,14,1750,1.75,valence,0.479,simulated_psynet_bot_interval,
2,4,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,15,1750,1.75,arousal,0.341,simulated_psynet_bot_interval,
2,4,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,16,2000,2.0,valence,0.483,simulated_psynet_bot_interval,
2,4,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,17,2000,2.0,arousal,0.35,simulated_psynet_bot_interval,
2,4,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,18,2250,2.25,valence,0.488,simulated_psynet_bot_interval,
2,4,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,19,2250,2.25,arousal,0.359,simulated_psynet_bot_interval,
2,4,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,20,2500,2.5,valence,0.492,simulated_psynet_bot_interval,
2,4,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,21,2500,2.5,arousal,0.369,simulated_psynet_bot_interval,
2,4,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,22,2750,2.75,valence,0.496,simulated_psynet_bot_interval,
2,4,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,23,2750,2.75,arousal,0.378,simulated_psynet_bot_interval,
2,4,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,24,3000,3.0,valence,0.5,simulated_psynet_bot_interval,
2,4,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,25,3000,3.0,arousal,0.388,simulated_psynet_bot_interval,
2,4,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,26,3250,3.25,valence,0.504,simulated_psynet_bot_interval,
2,4,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,27,3250,3.25,arousal,0.397,simulated_psynet_bot_interval,
2,4,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,28,3500,3.5,valence,0.508,simulated_psynet_bot_interval,
2,4,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,29,3500,3.5,arousal,0.406,simulated_psynet_bot_interval,
2,4,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,30,3750,3.75,valence,0.513,simulated_psynet_bot_interval,
2,4,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,31,3750,3.75,arousal,0.416,simulated_psynet_bot_interval,
2,4,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,32,4000,4.0,valence,0.517,simulated_psynet_bot_interval,
2,4,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,33,4000,4.0,arousal,0.425,simulated_psynet_bot_interval,
2,4,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,34,4250,4.25,valence,0.521,simulated_psynet_bot_interval,
2,4,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,35,4250,4.25,arousal,0.434,simulated_psynet_bot_interval,
2,4,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,36,4500,4.5,valence,0.525,simulated_psynet_bot_interval,
2,4,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,37,4500,4.5,arousal,0.444,simulated_psynet_bot_interval,
2,4,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,38,4750,4.75,valence,0.529,simulated_psynet_bot_interval,
2,4,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,39,4750,4.75,arousal,0.453,simulated_psynet_bot_interval,
2,4,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,40,5000,5.0,valence,0.533,simulated_psynet_bot_interval,
2,4,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,41,5000,5.0,arousal,0.463,simulated_psynet_bot_interval,
2,4,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,42,5250,5.25,valence,0.538,simulated_psynet_bot_interval,
2,4,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,43,5250,5.25,arousal,0.472,simulated_psynet_bot_interval,
2,4,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,44,5500,5.5,valence,0.542,simulated_psynet_bot_interval,
2,4,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,45,5500,5.5,arousal,0.481,simulated_psynet_bot_interval,
2,4,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,46,5750,5.75,valence,0.546,simulated_psynet_bot_interval,
2,4,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,47,5750,5.75,arousal,0.491,simulated_psynet_bot_interval,
2,4,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,48,6000,6.0,valence,0.55,simulated_psynet_bot_interval,
2,4,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,49,6000,6.0,arousal,0.5,simulated_psynet_bot_interval,
2,4,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,50,6250,6.25,valence,0.554,simulated_psynet_bot_interval,
2,4,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,51,6250,6.25,arousal,0.509,simulated_psynet_bot_interval,
2,4,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,52,6500,6.5,valence,0.558,simulated_psynet_bot_interval,
2,4,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,53,6500,6.5,arousal,0.519,simulated_psynet_bot_interval,
2,4,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,54,6750,6.75,valence,0.562,simulated_psynet_bot_interval,
2,4,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,55,6750,6.75,arousal,0.528,simulated_psynet_bot_interval,
2,4,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,56,7000,7.0,valence,0.567,simulated_psynet_bot_interval,
2,4,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,57,7000,7.0,arousal,0.537,simulated_psynet_bot_interval,
2,4,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,58,7250,7.25,valence,0.571,simulated_psynet_bot_interval,
2,4,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,59,7250,7.25,arousal,0.547,simulated_psynet_bot_interval,
2,4,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,60,7500,7.5,valence,0.575,simulated_psynet_bot_interval,
2,4,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,61,7500,7.5,arousal,0.556,simulated_psynet_bot_interval,
2,4,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,62,7750,7.75,valence,0.579,simulated_psynet_bot_interval,
2,4,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,63,7750,7.75,arousal,0.566,simulated_psynet_bot_interval,
2,4,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,64,8000,8.0,valence,0.583,simulated_psynet_bot_interval,
2,4,warm_major,static/stimuli/warm_major.wav,generated,major_chord_pulse,positive_energetic,65,8000,8.0,arousal,0.575,simulated_psynet_bot_interval,
