shape,seed_id,generation,response_x,response_y
square,square_022,3,327.443,145.4
square,square_022,4,332.804,121.863
square,square_022,5,327.531,122.956
square,square_022,6,305.805,108.739
square,square_022,7,288.338,112.39
square,square_022,8,291.913,137.572
square,square_022,9,291.13,112.101
square,square_022,10,295.882,110.648
square,square_023,0,199.934,250.725
square,square_023,1,193.45,268.546
square,square_023,2,170.281,270.085
square,square_023,3,165.713,279.646
square,square_023,4,164.416,278.854
square,square_023,5,157.192,253.721
square,square_023,6,152.248,280.91
square,square_023,7,137.035,294.582
square,square_023,8,119.431,296.178
square,square_023,9,107.698,277.04
square,square_023,10,109.457,273.769
vertical_oval,vertical_oval_000,0,190.101,181.71
vertical_oval,vertical_oval_000,1,149.579,175.075
vertical_oval,vertical_oval_000,2,140.248,167.406
vertical_oval,vertical_oval_000,3,138.21,167.472
vertical_oval,vertical_oval_000,4,119.302,156.407
vertical_oval,vertical_oval_000,5,114.997,143.106
vertical_oval,vertical_oval_000,6,126.919,143.473
vertical_oval,vertical_oval_000,7,149.668,129.665
vertical_oval,vertical_oval_000,8,142.012,116.222
vertical_oval,vertical_oval_000,9,114.387,125.455
vertical_oval,vertical_oval_000,10,128.851,122.149
vertical_oval,vertical_oval_001,0,101.681,209.535
vertical_oval,vertical_oval_001,1,103.883,227.366
vertical_oval,vertical_oval_001,2,110.358,249.748
vertical_oval,vertical_oval_001,3,122.698,268.134
vertical_oval,vertical_oval_001,4,111.218,279.654
vertical_oval,vertical_oval_001,5,83.53,260.557
vertical_oval,vertical_oval_001,6,106.125,287.36
vertical_oval,vertical_oval_001,7,111.583,293.554
vertical_oval,vertical_oval_001,8,114.927,281.836
vertical_oval,vertical_oval_001,9,96.69,272.758
vertical_oval,vertical_oval_001,10,90.72,275.663
vertical_oval,vertical_oval_002,0,88.113,274.752
vertical_oval,vertical_oval_002,1,91.646,271.162
vertical_oval,vertical_oval_002,2,105.929,287.347
vertical_oval,vertical_oval_002,3,115.969,296.57
vertical_oval,vertical_oval_002,4,109.803,307.139
vertical_oval,vertical_oval_002,5,114.847,305.007
vertical_oval,vertical_oval_002,6,113.339,289.4
vertical_oval,vertical_oval_002,7,108.851,298.998
vertical_oval,vertical_oval_002,8,117.879,274.157
vertical_oval,vertical_oval_002,9,126.392,269.59
vertical_oval,vertical_oval_002,10,150.277,273.122
vertical_oval,vertical_oval_003,0,335.196,136.094
vertical_oval,vertical_oval_003,1,347.31,137.332
vertical_oval,vertical_oval_003,2,317.33,137.706
vertical_oval,vertical_oval_003,3,299.792,124.819
vertical_oval,vertical_oval_003,4,292.308,94.494
vertical_oval,vertical_oval_003,5,306.947,104.846
vertical_oval,vertical_oval_003,6,296.703,97.918
vertical_oval,vertical_oval_003,7,305.489,94.954
vertical_oval,vertical_oval_003,8,304.575,100.857
vertical_oval,vertical_oval_003,9,299.22,101.742
vertical_oval,vertical_oval_003,10,296.585,93.381
vertical_oval,vertical_oval_004,0,216.267,299.918
vertical_oval,vertical_oval_004,1,246.479,284.895
vertical_oval,vertical_oval_004,2,270.507,273.371
vertical_oval,vertical_oval_004,3,283.891,255.373
vertical_oval,vertical_oval_004,4,295.078,256.441
vertical_oval,vertical_oval_004,5,292.856,261.922
vertical_oval,vertical_oval_004,6,304.989,273.474
vertical_oval,vertical_oval_004,7,321.735,269.083
vertical_oval,vertical_oval_004,8,302.671,241.661
vertical_oval,vertical_oval_004,9,306.675,248.206
vertical_oval,vertical_oval_004,10,304.746,259.488
vertical_oval,vertical_oval_005,0,272.72,124.2
vertical_oval,vertical_oval_005,1,270.054,117.879
vertical_oval,vertical_oval_005,2,290.368,126.598
vertical_oval,vertical_oval_005,3,277.422,138.375
vertical_oval,vertical_oval_005,4,277.495,107.753
vertical_oval,vertical_oval_005,5,259.152,95.365
vertical_oval,vertical_oval_005,6,288.608,94.171
vertical_oval,vertical_oval_005,7,271.558,96.637
vertical_oval,vertical_oval_005,8,283.644,84.265
vertical_oval,vertical_oval_005,9,278.934,111.571
vertical_oval,vertical_oval_005,10,279.245,119.089
vertical_oval,vertical_oval_006,0,237.857,114.648
vertical_oval,vertical_oval_006,1,237.233,127.46
vertical_oval,vertical_oval_006,2,238.497,129.253
vertical_oval,vertical_oval_006,3,263.627,126.194
vertical_oval,vertical_oval_006,4,253.693,152.314
vertical_oval,vertical_oval_006,5,270.198,154.478
vertical_oval,vertical_oval_006,6,270.926,165.433
vertical_oval,vertical_oval_006,7,290.597,153.959
vertical_oval,vertical_oval_006,8,302.894,142.946
vertical_oval,vertical_oval_006,9,295.13,124.113
vertical_oval,vertical_oval_006,10,278.86,121.293
vertical_oval,vertical_oval_007,0,91.318,148.397
vertical_oval,vertical_oval_007,1,88.112,138.065
vertical_oval,vertical_oval_007,2,97.769,127.895
vertical_oval,vertical_oval_007,3,68.9,121.073
vertical_oval,vertical_oval_007,4,80.392,111.045
vertical_oval,vertical_oval_007,5,83.442,103.188
vertical_oval,vertical_oval_007,6,96.856,122.751
vertical_oval,vertical_oval_007,7,94.713,132.184
vertical_oval,vertical_oval_007,8,99.476,121.518
vertical_oval,vertical_oval_007,9,94.085,106.055
vertical_oval,vertical_oval_007,10,94.965,108.29
vertical_oval,vertical_oval_008,0,72.344,233.614
vertical_oval,vertical_oval_008,1,110.631,230.998
vertical_oval,vertical_oval_008,2,113.804,247.784
vertical_oval,vertical_oval_008,3,113.416,270.885
vertical_oval,vertical_oval_008,4,100.596,286.221
vertical_oval,vertical_oval_008,5,109.208,269.07
vertical_oval,vertical_oval_008,6,98.367,281.657
vertical_oval,vertical_oval_008,7,93.572,278.58
vertical_oval,vertical_oval_008,8,106.642,259.73
vertical_oval,vertical_oval_008,9,122.681,271.678
vertical_oval,vertical_oval_008,10,144.13,284.038
vertical_oval,vertical_oval_009,0,63.765,323.654
vertical_oval,vertical_oval_009,1,63.021,319.698
vertical_oval,vertical_oval_009,2,70.696,312.918
vertical_oval,vertical_oval_009,3,92.798,302.388
vertical_oval,vertical_oval_009,4,78.267,283.327
vertical_oval,vertical_oval_009,5,83.233,290.391
vertical_oval,vertical_oval_009,6,75.513,300.032
vertical_oval,vertical_oval_009,7,67.001,292.95
vertical_oval,vertical_oval_009,8,92.598,283.861
vertical_oval,vertical_oval_009,9,94.377,285.188
vertical_oval,vertical_oval_009,10,68.402,284.577
vertical_oval,vertical_oval_010,0,138.82,101.159
vertical_oval,vertical_oval_010,1,155.576,135.44
vertical_oval,vertical_oval_010,2,153.275,127.851
vertical_oval,vertical_oval_010,3,152.344,111.581
vertical_oval,vertical_oval_010,4,169.217,140.972
vertical_oval,vertical_oval_010,5,156.636,132.627
vertical_oval,vertical_oval_010,6,153.229,139.471
vertical_oval,vertical_oval_010,7,128.349,118.388
vertical_oval,vertical_oval_010,8,130.686,105.552
vertical_oval,vertical_oval_010,9,141.517,115.434
vertical_oval,vertical_oval_010,10,120.411,115.108
vertical_oval,vertical_oval_011,0,338.601,281.983
vertical_oval,vertical_oval_011,1,334.91,293.38
vertical_oval,vertical_oval_011,2,292.473,282.502
vertical_oval,vertical_oval_011,3,280.498,294.284
vertical_oval,vertical_oval_011,4,278.682,291.329
vertical_oval,vertical_oval_011,5,255.707,312.37
vertical_oval,vertical_oval_011,6,258.393,318.724
vertical_oval,vertical_oval_011,7,282.246,296.878
vertical_oval,vertical_oval_011,8,271.603,275.323
vertical_oval,vertical_oval_011,9,268.31,257.263
vertical_oval,vertical_oval_011,10,267.746,266.032
vertical_oval,vertical_oval_012,0,151.668,70.889
vertical_oval,vertical_oval_012,1,150.704,78.321
vertical_oval,vertical_oval_012,2,136.868,104.814
vertical_oval,vertical_oval_012,3,145.154,114.942
vertical_oval,vertical_oval_012,4,108.284,112.446
vertical_oval,vertical_oval_012,5,102.798,120.346
vertical_oval,vertical_oval_012,6,110.673,113.831
vertical_oval,vertical_oval_012,7,118.256,117.955
vertical_oval,vertical_oval_012,8,122.121,124.75
vertical_oval,vertical_oval_012,9,142.421,130.888
vertical_oval,vertical_oval_012,10,132.986,128.728
vertical_oval,vertical_oval_013,0,197.494,202.004
vertical_oval,vertical_oval_013,1,187.595,223.577
vertical_oval,vertical_oval_013,2,163.93,253.352
vertical_oval,vertical_oval_013,3,157.012,264.107
vertical_oval,vertical_oval_013,4,158.567,263.831
vertical_oval,vertical_oval_013,5,154.18,263.298
vertical_oval,vertical_oval_013,6,128.287,254.246
vertical_oval,vertical_oval_013,7,134.431,261.4
vertical_oval,vertical_oval_013,8,99.945,277.367
vertical_oval,vertical_oval_013,9,112.887,270.515
vertical_oval,vertical_oval_013,10,119.063,235.622
vertical_oval,vertical_oval_014,0,85.811,147.296
vertical_oval,vertical_oval_014,1,100.171,157.475
vertical_oval,vertical_oval_014,2,93.067,150.831
vertical_oval,vertical_oval_014,3,77.405,145.047
vertical_oval,vertical_oval_014,4,85.689,127.535
vertical_oval,vertical_oval_014,5,126.244,141.353
vertical_oval,vertical_oval_014,6,127.61,144.093
vertical_oval,vertical_oval_014,7,136.555,156.16
vertical_oval,vertical_oval_014,8,105.932,173.593
vertical_oval,vertical_oval_014,9,135.737,148.641
vertical_oval,vertical_oval_014,10,142.909,131.02
vertical_oval,vertical_oval_015,0,184.302,125.55
vertical_oval,vertical_oval_015,1,167.718,122.375
vertical_oval,vertical_oval_015,2,154.985,125.351
vertical_oval,vertical_oval_015,3,147.113,113.52
vertical_oval,vertical_oval_015,4,128.429,113.939
vertical_oval,vertical_oval_015,5,148.197,105.425
vertical_oval,vertical_oval_015,6,155.987,80.978
vertical_oval,vertical_oval_015,7,150.04,84.352
vertical_oval,vertical_oval_015,8,117.835,81.936
vertical_oval,vertical_oval_015,9,96.43,90.956
vertical_oval,vertical_oval_015,10,108.275,96.162
vertical_oval,vertical_oval_016,0,150.181,192.372
vertical_oval,vertical_oval_016,1,161.41,151.662
vertical_oval,vertical_oval_016,2,170.158,152.885
vertical_oval,vertical_oval_016,3,168.051,139.171
vertical_oval,vertical_oval_016,4,163.748,150.281
vertical_oval,vertical_oval_016,5,157.776,144.982
vertical_oval,vertical_oval_016,6,144.606,131.053
vertical_oval,vertical_oval_016,7,144.797,108.784
vertical_oval,vertical_oval_016,8,129.235,102.136
vertical_oval,vertical_oval_016,9,130.679,103.782
vertical_oval,vertical_oval_016,10,117.699,87.703
vertical_oval,vertical_oval_017,0,321.438,237.239
vertical_oval,vertical_oval_017,1,326.062,249.126
vertical_oval,vertical_oval_017,2,294.237,281.085
vertical_oval,vertical_oval_017,3,286.787,277.836
vertical_oval,vertical_oval_017,4,279.848,279.324
vertical_oval,vertical_oval_017,5,292.187,279.206
vertical_oval,vertical_oval_017,6,266.996,273.964
vertical_oval,vertical_oval_017,7,260.227,289.261
vertical_oval,vertical_oval_017,8,255.38,291.593
vertical_oval,vertical_oval_017,9,282.266,301.628
vertical_oval,vertical_oval_017,10,277.435,295.282
vertical_oval,vertical_oval_018,0,185.935,143.636
vertical_oval,vertical_oval_018,1,147.847,154.338
vertical_oval,vertical_oval_018,2,153.875,141.466
vertical_oval,vertical_oval_018,3,147.828,142.595
vertical_oval,vertical_oval_018,4,149.115,123.355
vertical_oval,vertical_oval_018,5,131.637,121.083
vertical_oval,vertical_oval_018,6,135.67,117.645
vertical_oval,vertical_oval_018,7,121.644,125.31
vertical_oval,vertical_oval_018,8,118.62,121.614
vertical_oval,vertical_oval_018,9,112.238,116.962
vertical_oval,vertical_oval_018,10,116.489,141.154
vertical_oval,vertical_oval_019,0,152.146,293.062
vertical_oval,vertical_oval_019,1,142.943,288.421
vertical_oval,vertical_oval_019,2,111.131,299.058
vertical_oval,vertical_oval_019,3,130.136,310.701
vertical_oval,vertical_oval_019,4,120.824,309.028
vertical_oval,vertical_oval_019,5,112.624,315.511
vertical_oval,vertical_oval_019,6,115.432,315.708
vertical_oval,vertical_oval_019,7,105.554,305.837
vertical_oval,vertical_oval_019,8,99.243,312.864
vertical_oval,vertical_oval_019,9,114.334,297.026
vertical_oval,vertical_oval_019,10,135.26,284.017
vertical_oval,vertical_oval_020,0,270.743,306.312
vertical_oval,vertical_oval_020,1,247.537,281.015
vertical_oval,vertical_oval_020,2,242.568,277.113
vertical_oval,vertical_oval_020,3,253.5,269.402
vertical_oval,vertical_oval_020,4,245.592,282.527
vertical_oval,vertical_oval_020,5,250.083,268.725
vertical_oval,vertical_oval_020,6,268.212,272.565
vertical_oval,vertical_oval_020,7,254.519,294.088
vertical_oval,vertical_oval_020,8,260.321,290.953
vertical_oval,vertical_oval_020,9,243.824,288.706
vertical_oval,vertical_oval_020,10,273.976,293.103
vertical_oval,vertical_oval_021,0,243.699,115.314
vertical_oval,vertical_oval_021,1,253.745,97.493
vertical_oval,vertical_oval_021,2,255.044,107.853
vertical_oval,vertical_oval_021,3,263.74,134.759
vertical_oval,vertical_oval_021,4,275.732,111.552
vertical_oval,vertical_oval_021,5,281.239,99.847
vertical_oval,vertical_oval_021,6,275.719,92.153
vertical_oval,vertical_oval_021,7,274.838,85.434
vertical_oval,vertical_oval_021,8,277.913,95.387
vertical_oval,vertical_oval_021,9,290.72,106.077
vertical_oval,vertical_oval_021,10,295.793,122.122
vertical_oval,vertical_oval_022,0,133.322,97.679
vertical_oval,vertical_oval_022,1,127.002,112.879
vertical_oval,vertical_oval_022,2,110.23,98.046
vertical_oval,vertical_oval_022,3,112.278,110.714
vertical_oval,vertical_oval_022,4,109.483,132.642
vertical_oval,vertical_oval_022,5,99.201,129.951
vertical_oval,vertical_oval_022,6,101.887,146.532
vertical_oval,vertical_oval_022,7,122.654,166.859
vertical_oval,vertical_oval_022,8,131.065,160.608
vertical_oval,vertical_oval_022,9,138.273,141.222
vertical_oval,vertical_oval_022,10,124.078,123.391
vertical_oval,vertical_oval_023,0,248.301,291.621
vertical_oval,vertical_oval_023,1,259.767,287.67
vertical_oval,vertical_oval_023,2,238.672,274.519
vertical_oval,vertical_oval_023,3,276.141,291.995
vertical_oval,vertical_oval_023,4,276.266,272.475
vertical_oval,vertical_oval_023,5,269.726,270.644
vertical_oval,vertical_oval_023,6,274.065,280.737
vertical_oval,vertical_oval_023,7,273.12,278.731
vertical_oval,vertical_oval_023,8,288.93,274.039
vertical_oval,vertical_oval_023,9,279.041,270.137
vertical_oval,vertical_oval_023,10,289.523,279.021
horizontal_oval,horizontal_oval_000,0,166.635,85.773
horizontal_oval,horizontal_oval_000,1,131.437,80.192
horizontal_oval,horizontal_oval_000,2,139.127,89.329
horizontal_oval,horizontal_oval_000,3,132.155,112.018
horizontal_oval,horizontal_oval_000,4,113.868,118.774
horizontal_oval,horizontal_oval_000,5,100.185,119.19
horizontal_oval,horizontal_oval_000,6,90.847,93.97
horizontal_oval,horizontal_oval_000,7,85.024,104.272
horizontal_oval,horizontal_oval_000,8,90.568,110.611
horizontal_oval,horizontal_oval_000,9,121.34,98.571
horizontal_oval,horizontal_oval_000,10,125.041,115.094
horizontal_oval,horizontal_oval_001,0,260.864,62.975
horizontal_oval,horizontal_oval_001,1,251.151,85.369
horizontal_oval,horizontal_oval_001,2,270.058,90.572
horizontal_oval,horizontal_oval_001,3,272.535,88.326
horizontal_oval,horizontal_oval_001,4,269.565,106.491
horizontal_oval,horizontal_oval_001,5,264.2,111.526
horizontal_oval,horizontal_oval_001,6,258.953,103.228
horizontal_oval,horizontal_oval_001,7,266.63,86.112
horizontal_oval,horizontal_oval_001,8,253.315,104.693
horizontal_oval,horizontal_oval_001,9,257.485,101.236
horizontal_oval,horizontal_oval_001,10,285.806,101.074
horizontal_oval,horizontal_oval_002,0,328.555,86.157
horizontal_oval,horizontal_oval_002,1,290.648,94.692
horizontal_oval,horizontal_oval_002,2,291.246,116.126
horizontal_oval,horizontal_oval_002,3,289.818,121.108
horizontal_oval,horizontal_oval_002,4,279.897,138.696
horizontal_oval,horizontal_oval_002,5,289.113,127.061
horizontal_oval,horizontal_oval_002,6,293.493,130.966
horizontal_oval,horizontal_oval_002,7,305.08,139.543
horizontal_oval,horizontal_oval_002,8,283.574,135.783
horizontal_oval,horizontal_oval_002,9,279.747,121.043
horizontal_oval,horizontal_oval_002,10,273.275,102.749
horizontal_oval,horizontal_oval_003,0,75.245,119.265
horizontal_oval,horizontal_oval_003,1,88.254,107.387
horizontal_oval,horizontal_oval_003,2,105.419,85.122
horizontal_oval,horizontal_oval_003,3,128.265,88.667
horizontal_oval,horizontal_oval_003,4,113.095,110.471
horizontal_oval,horizontal_oval_003,5,112.072,93.747
horizontal_oval,horizontal_oval_003,6,107.898,113.545
horizontal_oval,horizontal_oval_003,7,111.397,108.528
horizontal_oval,horizontal_oval_003,8,110.59,113.634
horizontal_oval,horizontal_oval_003,9,119.93,113.006
horizontal_oval,horizontal_oval_003,10,115.477,108.234
horizontal_oval,horizontal_oval_004,0,229.078,112.472
horizontal_oval,horizontal_oval_004,1,230.381,119.085
horizontal_oval,horizontal_oval_004,2,258.794,108.938
horizontal_oval,horizontal_oval_004,3,276.102,117.609
horizontal_oval,horizontal_oval_004,4,264.971,99.887
horizontal_oval,horizontal_oval_004,5,278.546,109.957
horizontal_oval,horizontal_oval_004,6,273.533,110.318
horizontal_oval,horizontal_oval_004,7,264.86,112.23
horizontal_oval,horizontal_oval_004,8,285.358,106.585
horizontal_oval,horizontal_oval_004,9,264.432,96.764
horizontal_oval,horizontal_oval_004,10,282.214,97.36
horizontal_oval,horizontal_oval_005,0,190.439,233.268
horizontal_oval,horizontal_oval_005,1,175.93,241.633
horizontal_oval,horizontal_oval_005,2,148.564,266.867
horizontal_oval,horizontal_oval_005,3,150.49,271.199
horizontal_oval,horizontal_oval_005,4,159.024,288.53
horizontal_oval,horizontal_oval_005,5,138.702,309.546
horizontal_oval,horizontal_oval_005,6,136.392,299.942
horizontal_oval,horizontal_oval_005,7,134.603,287.196
horizontal_oval,horizontal_oval_005,8,135.031,268.036
horizontal_oval,horizontal_oval_005,9,162.969,259.189
horizontal_oval,horizontal_oval_005,10,145.135,281.567
horizontal_oval,horizontal_oval_006,0,309.748,139.173
horizontal_oval,horizontal_oval_006,1,313.034,130.54
horizontal_oval,horizontal_oval_006,2,314.846,135.587
horizontal_oval,horizontal_oval_006,3,274.716,135.444
horizontal_oval,horizontal_oval_006,4,262.89,128.152
horizontal_oval,horizontal_oval_006,5,269.037,132.022
horizontal_oval,horizontal_oval_006,6,268.782,126.417
horizontal_oval,horizontal_oval_006,7,256.251,127.493
horizontal_oval,horizontal_oval_006,8,290.257,103.38
horizontal_oval,horizontal_oval_006,9,296.505,89.252
horizontal_oval,horizontal_oval_006,10,287.998,98.333
horizontal_oval,horizontal_oval_007,0,222.497,257.961
horizontal_oval,horizontal_oval_007,1,227.599,257.06
horizontal_oval,horizontal_oval_007,2,248.987,261.549
horizontal_oval,horizontal_oval_007,3,251.372,271.963
horizontal_oval,horizontal_oval_007,4,253.527,271.594
horizontal_oval,horizontal_oval_007,5,243.263,280.095
horizontal_oval,horizontal_oval_007,6,227.454,288.19
horizontal_oval,horizontal_oval_007,7,240.691,275.073
horizontal_oval,horizontal_oval_007,8,250.699,259.523
horizontal_oval,horizontal_oval_007,9,267.957,251.633
horizontal_oval,horizontal_oval_007,10,270.504,236.089
horizontal_oval,horizontal_oval_008,0,146.717,89.902
horizontal_oval,horizontal_oval_008,1,151.068,96.998
horizontal_oval,horizontal_oval_008,2,152.262,105.029
horizontal_oval,horizontal_oval_008,3,144.532,120.725
horizontal_oval,horizontal_oval_008,4,152.217,111.645
horizontal_oval,horizontal_oval_008,5,139.759,115.8
horizontal_oval,horizontal_oval_008,6,137.16,125.347
horizontal_oval,horizontal_oval_008,7,144.28,131.305
horizontal_oval,horizontal_oval_008,8,141.115,115.391
horizontal_oval,horizontal_oval_008,9,118.298,111.829
horizontal_oval,horizontal_oval_008,10,121.652,101.62
horizontal_oval,horizontal_oval_009,0,261.982,180.637
horizontal_oval,horizontal_oval_009,1,279.688,189.413
horizontal_oval,horizontal_oval_009,2,279.311,176.321
horizontal_oval,horizontal_oval_009,3,280.528,172.034
horizontal_oval,horizontal_oval_009,4,286.216,171.102
horizontal_oval,horizontal_oval_009,5,276.163,159.479
horizontal_oval,horizontal_oval_009,6,281.048,149.227
horizontal_oval,horizontal_oval_009,7,292.772,127.829
horizontal_oval,horizontal_oval_009,8,305.853,92.892
horizontal_oval,horizontal_oval_009,9,295.073,71.364
horizontal_oval,horizontal_oval_009,10,283.13,93.009
horizontal_oval,horizontal_oval_010,0,60.856,72.15
horizontal_oval,horizontal_oval_010,1,73.51,85.432
horizontal_oval,horizontal_oval_010,2,93.397,93.997
horizontal_oval,horizontal_oval_010,3,84.919,87.808
horizontal_oval,horizontal_oval_010,4,106.46,101.447
horizontal_oval,horizontal_oval_010,5,106.935,136.306
horizontal_oval,horizontal_oval_010,6,121.396,120.918
horizontal_oval,horizontal_oval_010,7,127.691,127.468
horizontal_oval,horizontal_oval_010,8,127.011,117.848
horizontal_oval,horizontal_oval_010,9,133.212,104.627
horizontal_oval,horizontal_oval_010,10,110.808,110.222
horizontal_oval,horizontal_oval_011,0,130.23,306.891
horizontal_oval,horizontal_oval_011,1,127.659,329.962
horizontal_oval,horizontal_oval_011,2,131.369,318.615
horizontal_oval,horizontal_oval_011,3,118.599,304.467
horizontal_oval,horizontal_oval_011,4,121.16,271.345
horizontal_oval,horizontal_oval_011,5,125.745,285.917
horizontal_oval,horizontal_oval_011,6,126.171,281.648
horizontal_oval,horizontal_oval_011,7,130.927,285.362
horizontal_oval,horizontal_oval_011,8,135.32,300.518
horizontal_oval,horizontal_oval_011,9,126.707,282.739
horizontal_oval,horizontal_oval_011,10,118.221,285.172
horizontal_oval,horizontal_oval_012,0,150.576,219.369
horizontal_oval,horizontal_oval_012,1,143.362,226.948
horizontal_oval,horizontal_oval_012,2,140.817,247.442
horizontal_oval,horizontal_oval_012,3,137.67,256.301
horizontal_oval,horizontal_oval_012,4,122.023,242.776
horizontal_oval,horizontal_oval_012,5,132.74,260.311
horizontal_oval,horizontal_oval_012,6,124.716,267.399
horizontal_oval,horizontal_oval_012,7,136.635,267.462
horizontal_oval,horizontal_oval_012,8,128.882,261.602
horizontal_oval,horizontal_oval_012,9,142.675,277.0
horizontal_oval,horizontal_oval_012,10,130.05,275.696
horizontal_oval,horizontal_oval_013,0,247.642,304.872
horizontal_oval,horizontal_oval_013,1,260.819,305.75
horizontal_oval,horizontal_oval_013,2,269.095,287.106
horizontal_oval,horizontal_oval_013,3,262.571,272.986
horizontal_oval,horizontal_oval_013,4,249.332,270.295
horizontal_oval,horizontal_oval_013,5,245.471,274.987
horizontal_oval,horizontal_oval_013,6,261.295,252.896
horizontal_oval,horizontal_oval_013,7,271.435,276.868
horizontal_oval,horizontal_oval_013,8,267.762,276.307
horizontal_oval,horizontal_oval_013,9,278.927,275.629
horizontal_oval,horizontal_oval_013,10,274.339,294.002
horizontal_oval,horizontal_oval_014,0,347.326,312.957
horizontal_oval,horizontal_oval_014,1,328.921,326.743
horizontal_oval,horizontal_oval_014,2,309.19,327.064
horizontal_oval,horizontal_oval_014,3,295.024,314.95
horizontal_oval,horizontal_oval_014,4,306.19,299.41
horizontal_oval,horizontal_oval_014,5,310.443,268.896
horizontal_oval,horizontal_oval_014,6,305.192,258.162
horizontal_oval,horizontal_oval_014,7,298.663,242.414
horizontal_oval,horizontal_oval_014,8,271.717,238.826
horizontal_oval,horizontal_oval_014,9,286.941,262.724
horizontal_oval,horizontal_oval_014,10,282.406,259.433
horizontal_oval,horizontal_oval_015,0,93.013,85.445
horizontal_oval,horizontal_oval_015,1,87.95,76.719
horizontal_oval,horizontal_oval_015,2,99.33,75.687
horizontal_oval,horizontal_oval_015,3,98.003,88.707
horizontal_oval,horizontal_oval_015,4,97.38,89.895
horizontal_oval,horizontal_oval_015,5,112.66,105.439
horizontal_oval,horizontal_oval_015,6,107.744,113.977
horizontal_oval,horizontal_oval_015,7,129.203,97.318
horizontal_oval,horizontal_oval_015,8,146.142,119.905
horizontal_oval,horizontal_oval_015,9,124.644,90.666
horizontal_oval,horizontal_oval_015,10,119.205,71.811
horizontal_oval,horizontal_oval_016,0,135.124,154.477
horizontal_oval,horizontal_oval_016,1,116.769,130.588
horizontal_oval,horizontal_oval_016,2,117.512,132.51
horizontal_oval,horizontal_oval_016,3,116.118,132.791
horizontal_oval,horizontal_oval_016,4,118.937,118.942
horizontal_oval,horizontal_oval_016,5,135.069,122.155
horizontal_oval,horizontal_oval_016,6,130.569,104.152
horizontal_oval,horizontal_oval_016,7,138.351,106.121
horizontal_oval,horizontal_oval_016,8,121.955,96.794
horizontal_oval,horizontal_oval_016,9,125.753,101.41
horizontal_oval,horizontal_oval_016,10,120.077,102.155
horizontal_oval,horizontal_oval_017,0,296.128,193.638
horizontal_oval,horizontal_oval_017,1,289.859,196.235
horizontal_oval,horizontal_oval_017,2,285.184,172.059
horizontal_oval,horizontal_oval_017,3,300.758,138.833
horizontal_oval,horizontal_oval_017,4,296.045,122.991
horizontal_oval,horizontal_oval_017,5,290.625,117.567
horizontal_oval,horizontal_oval_017,6,275.84,116.474
horizontal_oval,horizontal_oval_017,7,285.687,109.45
horizontal_oval,horizontal_oval_017,8,284.025,107.645
horizontal_oval,horizontal_oval_017,9,296.595,121.584
horizontal_oval,horizontal_oval_017,10,286.404,125.798
horizontal_oval,horizontal_oval_018,0,169.922,132.197
horizontal_oval,horizontal_oval_018,1,164.671,128.904
horizontal_oval,horizontal_oval_018,2,166.295,129.351
horizontal_oval,horizontal_oval_018,3,150.575,138.785
horizontal_oval,horizontal_oval_018,4,137.535,147.563
horizontal_oval,horizontal_oval_018,5,121.361,143.191
horizontal_oval,horizontal_oval_018,6,122.36,148.239
horizontal_oval,horizontal_oval_018,7,133.641,155.904
horizontal_oval,horizontal_oval_018,8,128.64,141.442
horizontal_oval,horizontal_oval_018,9,128.806,135.354
horizontal_oval,horizontal_oval_018,10,133.438,122.015
horizontal_oval,horizontal_oval_019,0,53.582,256.918
horizontal_oval,horizontal_oval_019,1,108.985,266.183
horizontal_oval,horizontal_oval_019,2,127.1,283.066
horizontal_oval,horizontal_oval_019,3,99.106,282.677
horizontal_oval,horizontal_oval_019,4,106.548,280.545
horizontal_oval,horizontal_oval_019,5,83.751,288.576
horizontal_oval,horizontal_oval_019,6,104.306,296.432
horizontal_oval,horizontal_oval_019,7,123.048,307.419
horizontal_oval,horizontal_oval_019,8,133.443,278.895
horizontal_oval,horizontal_oval_019,9,124.165,305.051
horizontal_oval,horizontal_oval_019,10,134.806,302.391
horizontal_oval,horizontal_oval_020,0,76.425,106.609
horizontal_oval,horizontal_oval_020,1,100.032,142.683
horizontal_oval,horizontal_oval_020,2,124.313,136.92
horizontal_oval,horizontal_oval_020,3,128.87,140.675
horizontal_oval,horizontal_oval_020,4,124.301,153.129
horizontal_oval,horizontal_oval_020,5,133.287,152.929
horizontal_oval,horizontal_oval_020,6,125.311,151.457
horizontal_oval,horizontal_oval_020,7,136.213,145.535
horizontal_oval,horizontal_oval_020,8,105.611,159.169
horizontal_oval,horizontal_oval_020,9,115.145,172.033
horizontal_oval,horizontal_oval_020,10,91.745,138.777
horizontal_oval,horizontal_oval_021,0,258.853,174.955
horizontal_oval,horizontal_oval_021,1,257.698,146.317
horizontal_oval,horizontal_oval_021,2,248.13,129.891
horizontal_oval,horizontal_oval_021,3,246.979,129.766
horizontal_oval,horizontal_oval_021,4,248.069,155.276
horizontal_oval,horizontal_oval_021,5,259.869,147.793
horizontal_oval,horizontal_oval_021,6,279.697,108.892
horizontal_oval,horizontal_oval_021,7,296.797,129.737
horizontal_oval,horizontal_oval_021,8,297.002,116.612
horizontal_oval,horizontal_oval_021,9,279.186,132.298
horizontal_oval,horizontal_oval_021,10,276.71,126.917
horizontal_oval,horizontal_oval_022,0,329.737,136.894
