vars,id,creation_time,failed,failed_reason,time_of_death,type,participant_id,question,answer,page_type,successful_validation,client_ip_address,metadata_,class,object_type
{},125,2026-06-15 20:41:40,False,,,Response,16,prediction_movie_run_times,120.0,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},126,2026-06-15 20:41:40,False,,,Response,16,prediction_waiting_times,26.4,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},127,2026-06-15 20:41:40,False,,,Response,16,info,,InfoPage,True,127.0.0.1,"{""prompt"": {}, ""control"": {}, ""time_taken"": 5}",Response,_Response
{},128,2026-06-15 20:41:40,False,,,Response,16,SuccessfulEndLogic,Finish,ModularPage,True,127.0.0.1,"{""choices"": [""Finish""], ""labels"": [""Finish""], ""time_taken"": 0.0, ""prompt"": {}, ""control"": {""choices"": [""Finish""], ""labels"": {""py/id"": 5}}}",Response,_Response
{},129,2026-06-15 20:41:40,False,,,Response,17,info,,InfoPage,True,127.0.0.1,"{""prompt"": {}, ""control"": {}, ""time_taken"": 10}",Response,_Response
{},130,2026-06-15 20:41:40,False,,,Response,17,prediction_poem_lengths,114.7,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},131,2026-06-15 20:41:40,False,,,Response,17,prediction_marriages,18.8,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},132,2026-06-15 20:41:41,False,,,Response,17,prediction_waiting_times,47.1,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},133,2026-06-15 20:41:41,False,,,Response,17,prediction_movie_run_times,58.3,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},134,2026-06-15 20:41:41,False,,,Response,17,prediction_life_spans,64.1,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},135,2026-06-15 20:41:41,False,,,Response,17,info,,InfoPage,True,127.0.0.1,"{""prompt"": {}, ""control"": {}, ""time_taken"": 5}",Response,_Response
{},136,2026-06-15 20:41:41,False,,,Response,17,SuccessfulEndLogic,Finish,ModularPage,True,127.0.0.1,"{""choices"": [""Finish""], ""labels"": [""Finish""], ""time_taken"": 0.0, ""prompt"": {}, ""control"": {""choices"": [""Finish""], ""labels"": {""py/id"": 5}}}",Response,_Response
{},137,2026-06-15 20:41:41,False,,,Response,18,info,,InfoPage,True,127.0.0.1,"{""prompt"": {}, ""control"": {}, ""time_taken"": 10}",Response,_Response
{},138,2026-06-15 20:41:42,False,,,Response,18,prediction_marriages,24.6,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},139,2026-06-15 20:41:42,False,,,Response,18,prediction_poem_lengths,8.7,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},140,2026-06-15 20:41:42,False,,,Response,18,prediction_life_spans,69.9,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},141,2026-06-15 20:41:42,False,,,Response,18,prediction_movie_run_times,99.2,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},142,2026-06-15 20:41:42,False,,,Response,18,prediction_waiting_times,13.7,ModularPage,True,127.0.0.1,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},143,2026-06-15 20:41:42,False,,,Response,18,info,,InfoPage,True,127.0.0.1,"{""prompt"": {}, ""control"": {}, ""time_taken"": 5}",Response,_Response
{},144,2026-06-15 20:41:43,False,,,Response,18,SuccessfulEndLogic,Finish,ModularPage,True,127.0.0.1,"{""choices"": [""Finish""], ""labels"": [""Finish""], ""time_taken"": 0.0, ""prompt"": {}, ""control"": {""choices"": [""Finish""], ""labels"": {""py/id"": 5}}}",Response,_Response
