arguments,vars,id,creation_time,failed,failed_reason,time_of_death,label,function,pending,finished,time_enqueued,time_started,time_finished,time_taken,queue_delay,_unique_key,participant_id,trial_maker_id,network_id,node_id,trial_id,response_id,asset_id,type,redis_job_id,timeout,timeout_scheduled_for,cancelled,class,object_type
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 33}}}",{},41,2026-06-15 09:30:25,False,,,post_trial,"{""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}",False,True,2026-06-15 09:30:25,2026-06-15 09:30:25,2026-06-15 09:30:26,1.0207573540028534,0.026531,"{""label"": ""post_trial"", ""function"": {""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}, ""arguments"": {""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 33}}}}",5.0,gibbs_demo,,,33.0,,,WorkerAsyncProcess,,300.0,2026-06-15 09:35:25,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 34}}}",{},42,2026-06-15 09:30:25,False,,,post_trial,"{""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}",False,True,2026-06-15 09:30:25,2026-06-15 09:30:25,2026-06-15 09:30:26,1.0198041689982347,0.022745,"{""label"": ""post_trial"", ""function"": {""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}, ""arguments"": {""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 34}}}}",5.0,gibbs_demo,,,34.0,,,WorkerAsyncProcess,,300.0,2026-06-15 09:35:25,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 35}}}",{},43,2026-06-15 09:30:25,False,,,post_trial,"{""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}",False,True,2026-06-15 09:30:25,2026-06-15 09:30:25,2026-06-15 09:30:26,1.0208086480015481,0.02381,"{""label"": ""post_trial"", ""function"": {""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}, ""arguments"": {""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 35}}}}",5.0,gibbs_demo,,,35.0,,,WorkerAsyncProcess,,300.0,2026-06-15 09:35:25,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 36}}}",{},44,2026-06-15 09:30:26,False,,,post_trial,"{""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}",False,True,2026-06-15 09:30:26,2026-06-15 09:30:26,2026-06-15 09:30:27,1.023926224999741,0.031285,"{""label"": ""post_trial"", ""function"": {""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}, ""arguments"": {""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 36}}}}",6.0,gibbs_demo,,,36.0,,,WorkerAsyncProcess,,300.0,2026-06-15 09:35:26,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 37}}}",{},45,2026-06-15 09:30:26,False,,,post_trial,"{""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}",False,True,2026-06-15 09:30:26,2026-06-15 09:30:26,2026-06-15 09:30:27,1.0221795819998079,0.028427,"{""label"": ""post_trial"", ""function"": {""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}, ""arguments"": {""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 37}}}}",6.0,gibbs_demo,,,37.0,,,WorkerAsyncProcess,,300.0,2026-06-15 09:35:26,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 38}}}",{},46,2026-06-15 09:30:27,False,,,post_trial,"{""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}",False,True,2026-06-15 09:30:27,2026-06-15 09:30:27,2026-06-15 09:30:28,1.024112998999044,0.028127,"{""label"": ""post_trial"", ""function"": {""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}, ""arguments"": {""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 38}}}}",6.0,gibbs_demo,,,38.0,,,WorkerAsyncProcess,,300.0,2026-06-15 09:35:27,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 39}}}",{},47,2026-06-15 09:30:27,False,,,post_trial,"{""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}",False,True,2026-06-15 09:30:27,2026-06-15 09:30:27,2026-06-15 09:30:28,1.0237422089994652,0.027152,"{""label"": ""post_trial"", ""function"": {""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}, ""arguments"": {""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 39}}}}",6.0,gibbs_demo,,,39.0,,,WorkerAsyncProcess,,300.0,2026-06-15 09:35:27,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 40}}}",{},48,2026-06-15 09:30:27,False,,,post_trial,"{""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}",False,True,2026-06-15 09:30:27,2026-06-15 09:30:27,2026-06-15 09:30:28,1.0183389880003233,0.025982,"{""label"": ""post_trial"", ""function"": {""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}, ""arguments"": {""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 40}}}}",6.0,gibbs_demo,,,40.0,,,WorkerAsyncProcess,,300.0,2026-06-15 09:35:27,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 41}}}",{},49,2026-06-15 09:30:27,False,,,post_trial,"{""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}",False,True,2026-06-15 09:30:27,2026-06-15 09:30:27,2026-06-15 09:30:28,1.0232009410028695,0.023371,"{""label"": ""post_trial"", ""function"": {""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}, ""arguments"": {""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 41}}}}",6.0,gibbs_demo,,,41.0,,,WorkerAsyncProcess,,300.0,2026-06-15 09:35:27,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 42}}}",{},50,2026-06-15 09:30:27,False,,,post_trial,"{""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}",False,True,2026-06-15 09:30:27,2026-06-15 09:30:27,2026-06-15 09:30:28,1.0246006790002866,0.021964,"{""label"": ""post_trial"", ""function"": {""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}, ""arguments"": {""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 42}}}}",6.0,gibbs_demo,,,42.0,,,WorkerAsyncProcess,,300.0,2026-06-15 09:35:27,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 43}}}",{},51,2026-06-15 09:30:28,False,,,post_trial,"{""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}",False,True,2026-06-15 09:30:28,2026-06-15 09:30:28,2026-06-15 09:30:29,1.022714452999935,0.034346,"{""label"": ""post_trial"", ""function"": {""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}, ""arguments"": {""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 43}}}}",7.0,gibbs_demo,,,43.0,,,WorkerAsyncProcess,,300.0,2026-06-15 09:35:28,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 44}}}",{},52,2026-06-15 09:30:28,False,,,post_trial,"{""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}",False,True,2026-06-15 09:30:28,2026-06-15 09:30:28,2026-06-15 09:30:29,1.0215745659988897,0.030316,"{""label"": ""post_trial"", ""function"": {""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}, ""arguments"": {""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 44}}}}",7.0,gibbs_demo,,,44.0,,,WorkerAsyncProcess,,300.0,2026-06-15 09:35:28,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 45}}}",{},53,2026-06-15 09:30:29,False,,,post_trial,"{""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}",False,True,2026-06-15 09:30:29,2026-06-15 09:30:29,2026-06-15 09:30:30,1.0228871850013093,0.032272,"{""label"": ""post_trial"", ""function"": {""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}, ""arguments"": {""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 45}}}}",7.0,gibbs_demo,,,45.0,,,WorkerAsyncProcess,,300.0,2026-06-15 09:35:29,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 46}}}",{},54,2026-06-15 09:30:29,False,,,post_trial,"{""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}",False,True,2026-06-15 09:30:29,2026-06-15 09:30:29,2026-06-15 09:30:30,1.0332863359981275,0.031654,"{""label"": ""post_trial"", ""function"": {""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}, ""arguments"": {""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 46}}}}",7.0,gibbs_demo,,,46.0,,,WorkerAsyncProcess,,300.0,2026-06-15 09:35:29,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 47}}}",{},55,2026-06-15 09:30:29,False,,,post_trial,"{""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}",False,True,2026-06-15 09:30:29,2026-06-15 09:30:29,2026-06-15 09:30:30,1.0357981819979614,0.026358,"{""label"": ""post_trial"", ""function"": {""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}, ""arguments"": {""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 47}}}}",7.0,gibbs_demo,,,47.0,,,WorkerAsyncProcess,,300.0,2026-06-15 09:35:29,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 48}}}",{},56,2026-06-15 09:30:29,False,,,post_trial,"{""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}",False,True,2026-06-15 09:30:29,2026-06-15 09:30:29,2026-06-15 09:30:30,1.02825921999829,0.025647,"{""label"": ""post_trial"", ""function"": {""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}, ""arguments"": {""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 48}}}}",7.0,gibbs_demo,,,48.0,,,WorkerAsyncProcess,,300.0,2026-06-15 09:35:29,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 49}}}",{},57,2026-06-15 09:30:29,False,,,post_trial,"{""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}",False,True,2026-06-15 09:30:29,2026-06-15 09:30:29,2026-06-15 09:30:30,1.0370769400033168,0.023124,"{""label"": ""post_trial"", ""function"": {""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}, ""arguments"": {""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 49}}}}",7.0,gibbs_demo,,,49.0,,,WorkerAsyncProcess,,300.0,2026-06-15 09:35:29,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomNetwork"", ""identifiers"": {""id"": 4}}}",{},58,2026-06-15 09:30:30,False,,,post_grow_network,"{""py/function"": ""psynet.trial.main.TrialNetwork.call_async_post_grow_network""}",False,True,2026-06-15 09:30:30,2026-06-15 09:30:30,2026-06-15 09:30:30,0.001880261999758659,0.012102,,,gibbs_demo,4.0,,,,,WorkerAsyncProcess,,300.0,2026-06-15 09:35:30,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomNetwork"", ""identifiers"": {""id"": 8}}}",{},59,2026-06-15 09:30:30,False,,,post_grow_network,"{""py/function"": ""psynet.trial.main.TrialNetwork.call_async_post_grow_network""}",False,True,2026-06-15 09:30:30,2026-06-15 09:30:30,2026-06-15 09:30:30,0.0015751299979456235,0.014328,,,gibbs_demo,8.0,,,,,WorkerAsyncProcess,,300.0,2026-06-15 09:35:30,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomNetwork"", ""identifiers"": {""id"": 2}}}",{},60,2026-06-15 09:30:30,False,,,post_grow_network,"{""py/function"": ""psynet.trial.main.TrialNetwork.call_async_post_grow_network""}",False,True,2026-06-15 09:30:30,2026-06-15 09:30:30,2026-06-15 09:30:30,0.0024240849998022895,0.012768,,,gibbs_demo,2.0,,,,,WorkerAsyncProcess,,300.0,2026-06-15 09:35:30,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 50}}}",{},61,2026-06-15 09:30:30,False,,,post_trial,"{""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}",False,True,2026-06-15 09:30:30,2026-06-15 09:30:30,2026-06-15 09:30:31,1.02143051800158,0.058049,"{""label"": ""post_trial"", ""function"": {""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}, ""arguments"": {""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 50}}}}",8.0,gibbs_demo,,,50.0,,,WorkerAsyncProcess,,300.0,2026-06-15 09:35:30,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomNetwork"", ""identifiers"": {""id"": 6}}}",{},62,2026-06-15 09:30:30,False,,,post_grow_network,"{""py/function"": ""psynet.trial.main.TrialNetwork.call_async_post_grow_network""}",False,True,2026-06-15 09:30:30,2026-06-15 09:30:30,2026-06-15 09:30:30,0.0021359089987527113,0.017258,,,gibbs_demo,6.0,,,,,WorkerAsyncProcess,,300.0,2026-06-15 09:35:30,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 51}}}",{},63,2026-06-15 09:30:30,False,,,post_trial,"{""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}",False,True,2026-06-15 09:30:30,2026-06-15 09:30:30,2026-06-15 09:30:32,1.0229731670006004,0.032736,"{""label"": ""post_trial"", ""function"": {""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}, ""arguments"": {""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 51}}}}",8.0,gibbs_demo,,,51.0,,,WorkerAsyncProcess,,300.0,2026-06-15 09:35:30,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 52}}}",{},64,2026-06-15 09:30:31,False,,,post_trial,"{""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}",False,True,2026-06-15 09:30:31,2026-06-15 09:30:31,2026-06-15 09:30:32,1.0228336049985955,0.029285,"{""label"": ""post_trial"", ""function"": {""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}, ""arguments"": {""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 52}}}}",8.0,gibbs_demo,,,52.0,,,WorkerAsyncProcess,,300.0,2026-06-15 09:35:31,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 53}}}",{},65,2026-06-15 09:30:31,False,,,post_trial,"{""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}",False,True,2026-06-15 09:30:31,2026-06-15 09:30:31,2026-06-15 09:30:32,1.0330562939998345,0.026823,"{""label"": ""post_trial"", ""function"": {""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}, ""arguments"": {""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 53}}}}",8.0,gibbs_demo,,,53.0,,,WorkerAsyncProcess,,300.0,2026-06-15 09:35:31,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 54}}}",{},66,2026-06-15 09:30:31,False,,,post_trial,"{""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}",False,True,2026-06-15 09:30:31,2026-06-15 09:30:31,2026-06-15 09:30:32,1.0313339909989736,0.027655,"{""label"": ""post_trial"", ""function"": {""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}, ""arguments"": {""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 54}}}}",8.0,gibbs_demo,,,54.0,,,WorkerAsyncProcess,,300.0,2026-06-15 09:35:31,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 55}}}",{},67,2026-06-15 09:30:31,False,,,post_trial,"{""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}",False,True,2026-06-15 09:30:31,2026-06-15 09:30:31,2026-06-15 09:30:32,1.031805042999622,0.022431,"{""label"": ""post_trial"", ""function"": {""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}, ""arguments"": {""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 55}}}}",8.0,gibbs_demo,,,55.0,,,WorkerAsyncProcess,,300.0,2026-06-15 09:35:31,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 56}}}",{},68,2026-06-15 09:30:31,False,,,post_trial,"{""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}",False,True,2026-06-15 09:30:31,2026-06-15 09:30:31,2026-06-15 09:30:32,1.029561269999249,0.024415,"{""label"": ""post_trial"", ""function"": {""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}, ""arguments"": {""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 56}}}}",8.0,gibbs_demo,,,56.0,,,WorkerAsyncProcess,,300.0,2026-06-15 09:35:31,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomNetwork"", ""identifiers"": {""id"": 7}}}",{},69,2026-06-15 09:30:32,False,,,post_grow_network,"{""py/function"": ""psynet.trial.main.TrialNetwork.call_async_post_grow_network""}",False,True,2026-06-15 09:30:32,2026-06-15 09:30:32,2026-06-15 09:30:32,0.0028858389996457845,0.015474,,,gibbs_demo,7.0,,,,,WorkerAsyncProcess,,300.0,2026-06-15 09:35:32,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomNetwork"", ""identifiers"": {""id"": 5}}}",{},70,2026-06-15 09:30:32,False,,,post_grow_network,"{""py/function"": ""psynet.trial.main.TrialNetwork.call_async_post_grow_network""}",False,True,2026-06-15 09:30:32,2026-06-15 09:30:32,2026-06-15 09:30:32,0.0016339890025847126,0.011552,,,gibbs_demo,5.0,,,,,WorkerAsyncProcess,,300.0,2026-06-15 09:35:32,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomNetwork"", ""identifiers"": {""id"": 1}}}",{},71,2026-06-15 09:30:32,False,,,post_grow_network,"{""py/function"": ""psynet.trial.main.TrialNetwork.call_async_post_grow_network""}",False,True,2026-06-15 09:30:32,2026-06-15 09:30:32,2026-06-15 09:30:32,0.0020853360001638066,0.013921,,,gibbs_demo,1.0,,,,,WorkerAsyncProcess,,300.0,2026-06-15 09:35:32,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 57}}}",{},72,2026-06-15 09:30:32,False,,,post_trial,"{""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}",False,True,2026-06-15 09:30:32,2026-06-15 09:30:32,2026-06-15 09:30:33,1.0223552060015209,0.030857,"{""label"": ""post_trial"", ""function"": {""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}, ""arguments"": {""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 57}}}}",9.0,gibbs_demo,,,57.0,,,WorkerAsyncProcess,,300.0,2026-06-15 09:35:32,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomNetwork"", ""identifiers"": {""id"": 3}}}",{},73,2026-06-15 09:30:32,False,,,post_grow_network,"{""py/function"": ""psynet.trial.main.TrialNetwork.call_async_post_grow_network""}",False,True,2026-06-15 09:30:32,2026-06-15 09:30:32,2026-06-15 09:30:32,0.0015482409980904777,0.011001,,,gibbs_demo,3.0,,,,,WorkerAsyncProcess,,300.0,2026-06-15 09:35:32,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 58}}}",{},74,2026-06-15 09:30:32,False,,,post_trial,"{""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}",False,True,2026-06-15 09:30:32,2026-06-15 09:30:32,2026-06-15 09:30:34,1.0227287449997675,0.030124,"{""label"": ""post_trial"", ""function"": {""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}, ""arguments"": {""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 58}}}}",9.0,gibbs_demo,,,58.0,,,WorkerAsyncProcess,,300.0,2026-06-15 09:35:32,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 59}}}",{},75,2026-06-15 09:30:33,False,,,post_trial,"{""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}",False,True,2026-06-15 09:30:33,2026-06-15 09:30:33,2026-06-15 09:30:34,1.0247939449982368,0.026619,"{""label"": ""post_trial"", ""function"": {""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}, ""arguments"": {""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 59}}}}",9.0,gibbs_demo,,,59.0,,,WorkerAsyncProcess,,300.0,2026-06-15 09:35:33,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 60}}}",{},76,2026-06-15 09:30:33,False,,,post_trial,"{""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}",False,True,2026-06-15 09:30:33,2026-06-15 09:30:33,2026-06-15 09:30:34,1.0220152929978212,0.027072,"{""label"": ""post_trial"", ""function"": {""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}, ""arguments"": {""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 60}}}}",9.0,gibbs_demo,,,60.0,,,WorkerAsyncProcess,,300.0,2026-06-15 09:35:33,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 61}}}",{},77,2026-06-15 09:30:33,False,,,post_trial,"{""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}",False,True,2026-06-15 09:30:33,2026-06-15 09:30:33,2026-06-15 09:30:34,1.021038700000645,0.0295,"{""label"": ""post_trial"", ""function"": {""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}, ""arguments"": {""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 61}}}}",9.0,gibbs_demo,,,61.0,,,WorkerAsyncProcess,,300.0,2026-06-15 09:35:33,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 62}}}",{},78,2026-06-15 09:30:33,False,,,post_trial,"{""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}",False,True,2026-06-15 09:30:33,2026-06-15 09:30:33,2026-06-15 09:30:34,1.0202392200008035,0.025854,"{""label"": ""post_trial"", ""function"": {""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}, ""arguments"": {""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 62}}}}",9.0,gibbs_demo,,,62.0,,,WorkerAsyncProcess,,300.0,2026-06-15 09:35:33,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 63}}}",{},79,2026-06-15 09:30:33,False,,,post_trial,"{""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}",False,True,2026-06-15 09:30:33,2026-06-15 09:30:33,2026-06-15 09:30:34,1.0237949500005925,0.040572,"{""label"": ""post_trial"", ""function"": {""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}, ""arguments"": {""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 63}}}}",9.0,gibbs_demo,,,63.0,,,WorkerAsyncProcess,,300.0,2026-06-15 09:35:33,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 64}}}",{},80,2026-06-15 09:30:34,False,,,post_trial,"{""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}",False,True,2026-06-15 09:30:34,2026-06-15 09:30:34,2026-06-15 09:30:35,1.0219778199971188,0.031728,"{""label"": ""post_trial"", ""function"": {""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}, ""arguments"": {""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 64}}}}",10.0,gibbs_demo,,,64.0,,,WorkerAsyncProcess,,300.0,2026-06-15 09:35:34,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 65}}}",{},81,2026-06-15 09:30:34,False,,,post_trial,"{""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}",False,True,2026-06-15 09:30:34,2026-06-15 09:30:35,2026-06-15 09:30:36,1.021564282997133,0.031699,"{""label"": ""post_trial"", ""function"": {""py/function"": ""psynet.trial.main.Trial.call_async_post_trial""}, ""arguments"": {""self"": {""py/object"": ""dallinger_experiment.experiment.CustomTrial"", ""identifiers"": {""id"": 65}}}}",10.0,gibbs_demo,,,65.0,,,WorkerAsyncProcess,,300.0,2026-06-15 09:35:34,False,WorkerAsyncProcess,AsyncProcess
