participant_id,trial_index,stimulus_id,family,inversion,timbre,valence,tension,energy,nostalgia_longing,melancholy_sadness,interest_expectancy,happiness_joy,tenderness,liking_preference
17,4,minor_seventh__root__strings,minor_seventh,root,strings,2.613,2.938,2.002,2.394,3.579,2.282,1.968,2.853,2.715
17,5,minor_triad__root__piano,minor_triad,root,piano,2.296,2.456,2.077,2.63,3.138,2.257,1.978,2.617,2.044
17,6,minor_triad__second__piano,minor_triad,second,piano,2.84,3.319,3.063,2.633,3.706,2.238,1.866,2.388,1.579
17,7,minor_seventh__third__piano,minor_seventh,third,piano,3.097,2.381,2.839,3.027,2.082,3.59,1.613,2.695,2.457
17,8,minor_triad__root__strings,minor_triad,root,strings,2.276,2.315,1.891,3.017,3.668,3.791,1.0,2.394,2.585
17,9,diminished_triad__root__piano,diminished_triad,root,piano,2.138,4.127,2.329,1.54,2.561,3.835,1.313,1.487,1.756
17,10,dominant_seventh__root__strings,dominant_seventh,root,strings,2.553,3.196,2.208,3.289,2.394,4.169,2.306,2.42,2.599
17,11,minor_triad__second__strings,minor_triad,second,strings,3.259,2.529,3.743,3.141,3.114,3.054,1.363,2.691,2.055
17,12,major_triad__first__strings,major_triad,first,strings,4.343,3.022,1.898,2.405,1.747,2.336,3.286,2.176,2.506
17,13,major_seventh__third__piano,major_seventh,third,piano,2.733,3.174,3.326,2.605,1.999,3.22,1.624,1.321,4.2
17,14,major_triad__first__piano,major_triad,first,piano,4.308,2.657,3.471,2.554,1.186,2.316,3.856,1.336,2.524
17,15,dominant_seventh__third__strings,dominant_seventh,third,strings,3.415,4.104,3.184,2.939,2.911,3.372,2.072,1.39,2.652
17,16,major_triad__root__strings,major_triad,root,strings,3.919,2.525,2.511,2.193,2.381,1.949,2.542,1.742,1.777
17,17,major_seventh__root__strings,major_seventh,root,strings,2.366,3.239,3.018,2.264,3.034,2.873,2.269,2.713,3.128
17,18,major_seventh__root__piano,major_seventh,root,piano,3.563,2.86,3.13,2.867,2.675,2.71,1.634,2.253,2.624
17,19,major_triad__second__piano,major_triad,second,piano,4.833,2.957,2.517,1.791,1.449,2.243,3.73,1.778,2.44
17,20,dominant_seventh__third__piano,dominant_seventh,third,piano,2.358,4.228,2.999,2.177,1.847,3.784,2.486,1.563,2.453
17,21,major_seventh__third__strings,major_seventh,third,strings,2.775,3.561,1.683,3.127,2.796,2.449,1.978,2.157,2.44
17,22,dominant_seventh__root__piano,dominant_seventh,root,piano,2.907,3.55,2.737,2.644,2.514,3.286,2.824,1.727,1.434
17,23,diminished_triad__root__strings,diminished_triad,root,strings,3.264,3.432,3.397,1.961,3.299,3.429,1.788,2.417,1.178
17,24,augmented_triad__root__piano,augmented_triad,root,piano,2.693,4.187,3.61,1.384,2.643,3.473,1.676,1.197,1.74
17,25,minor_triad__first__strings,minor_triad,first,strings,3.01,3.327,2.516,2.69,3.17,2.998,1.613,2.053,2.342
17,26,minor_seventh__root__piano,minor_seventh,root,piano,3.011,3.332,1.721,2.965,2.835,3.144,1.683,2.027,2.145
17,27,minor_seventh__third__strings,minor_seventh,third,strings,2.564,3.108,1.395,2.653,3.395,2.538,1.601,3.04,2.406
17,28,major_triad__second__strings,major_triad,second,strings,4.524,2.718,3.148,1.529,1.711,2.736,3.139,2.587,2.257
18,1,minor_triad__second__piano,minor_triad,second,piano,3.462,2.956,3.599,2.051,2.959,1.953,1.934,2.901,2.079
18,2,major_seventh__third__piano,major_seventh,third,piano,3.214,2.757,2.649,3.037,2.573,2.771,2.351,3.631,3.023
18,3,major_triad__second__piano,major_triad,second,piano,5.0,3.543,3.025,1.817,1.076,1.93,3.807,2.202,1.868
18,4,diminished_triad__root__strings,diminished_triad,root,strings,1.896,4.031,2.748,2.668,2.958,2.876,1.301,2.248,1.362
18,5,diminished_triad__root__piano,diminished_triad,root,piano,2.418,3.986,3.726,2.248,2.562,3.522,1.572,2.517,2.572
18,6,minor_triad__second__strings,minor_triad,second,strings,2.878,3.47,3.082,3.247,3.819,1.939,1.801,2.749,1.811
18,7,minor_seventh__root__strings,minor_seventh,root,strings,3.671,3.488,2.701,2.892,2.452,2.9,1.0,2.524,2.618
18,8,minor_triad__first__strings,minor_triad,first,strings,2.915,3.345,2.551,3.108,3.459,2.338,2.359,3.47,2.432
18,9,augmented_triad__root__piano,augmented_triad,root,piano,2.143,4.225,3.682,1.946,3.469,2.645,1.431,1.605,2.274
18,10,major_triad__second__strings,major_triad,second,strings,3.818,3.418,3.555,2.025,2.089,2.11,3.597,2.797,2.454
18,11,dominant_seventh__root__piano,dominant_seventh,root,piano,2.243,4.145,2.705,2.785,3.095,2.947,2.782,3.194,2.306
18,12,minor_triad__root__piano,minor_triad,root,piano,2.886,3.002,2.963,2.514,3.008,2.278,2.053,2.902,2.606
18,13,major_seventh__root__piano,major_seventh,root,piano,3.38,3.024,2.572,2.627,2.161,3.091,1.599,3.347,2.568
18,14,dominant_seventh__root__strings,dominant_seventh,root,strings,2.633,3.459,3.283,2.846,2.697,3.049,2.004,2.758,2.294
18,15,dominant_seventh__third__piano,dominant_seventh,third,piano,2.383,4.722,3.178,2.995,2.383,3.641,2.674,2.164,3.018
18,16,major_triad__first__strings,major_triad,first,strings,3.348,3.359,3.582,2.332,1.77,2.223,3.582,2.639,1.77
18,17,major_triad__root__strings,major_triad,root,strings,4.217,2.915,2.402,1.916,1.397,1.564,3.101,2.485,2.872
18,18,major_triad__first__piano,major_triad,first,piano,4.373,2.787,2.824,1.523,1.484,2.637,3.963,2.182,2.755
18,19,major_triad__root__piano,major_triad,root,piano,4.246,2.718,2.993,1.243,1.083,2.367,3.233,2.888,2.799
18,20,minor_seventh__third__strings,minor_seventh,third,strings,3.446,3.485,2.463,3.054,3.103,2.738,2.159,3.442,2.601
18,21,augmented_triad__root__strings,augmented_triad,root,strings,2.017,3.672,2.85,2.519,3.571,3.817,1.0,2.619,1.035
18,22,minor_triad__root__strings,minor_triad,root,strings,2.439,2.228,3.418,3.318,3.365,2.251,1.624,3.624,2.302
18,23,minor_seventh__root__piano,minor_seventh,root,piano,2.792,3.514,2.429,2.906,2.451,2.515,2.247,2.827,2.583
18,24,dominant_seventh__third__strings,dominant_seventh,third,strings,3.236,3.893,2.139,2.602,3.256,3.128,2.546,3.287,2.918
18,25,minor_triad__first__piano,minor_triad,first,piano,2.976,3.414,2.784,2.642,4.282,2.917,2.608,2.521,2.183
18,26,major_seventh__root__strings,major_seventh,root,strings,2.782,3.035,2.451,3.385,2.598,2.241,1.692,3.604,2.762
18,27,major_seventh__third__strings,major_seventh,third,strings,2.939,2.738,2.929,3.849,2.882,2.958,1.0,3.228,2.305
18,28,minor_seventh__third__piano,minor_seventh,third,piano,2.753,2.981,2.464,2.578,2.364,3.092,2.226,2.829,2.206
19,1,major_seventh__root__piano,major_seventh,root,piano,3.08,2.999,4.247,2.287,2.447,3.972,2.954,2.149,3.048
19,2,minor_triad__root__strings,minor_triad,root,strings,2.664,2.868,3.582,3.303,3.987,2.768,2.219,2.597,2.959
19,3,diminished_triad__root__strings,diminished_triad,root,strings,2.342,4.051,4.009,3.215,3.003,3.28,2.066,2.129,2.629
19,4,major_seventh__root__strings,major_seventh,root,strings,3.453,3.014,3.957,3.68,2.401,3.1,2.109,1.117,3.606
19,5,major_triad__root__piano,major_triad,root,piano,4.235,2.144,3.353,2.367,2.098,1.939,3.941,1.578,2.879
19,6,major_triad__second__piano,major_triad,second,piano,4.03,2.936,3.183,2.117,1.852,1.893,4.147,2.223,3.87
19,7,major_triad__second__strings,major_triad,second,strings,4.663,2.642,3.45,2.439,2.351,2.361,3.781,2.333,3.154
19,8,diminished_triad__root__piano,diminished_triad,root,piano,2.332,3.792,4.317,2.659,3.383,3.356,2.116,1.607,2.666
19,9,augmented_triad__root__strings,augmented_triad,root,strings,2.871,3.604,3.915,2.904,3.496,3.733,1.889,1.271,1.838
19,10,minor_triad__second__piano,minor_triad,second,piano,2.405,3.559,3.294,3.08,3.578,2.715,2.705,2.158,3.37
19,11,minor_seventh__third__strings,minor_seventh,third,strings,2.987,3.259,3.416,2.701,3.548,3.251,2.152,2.617,3.446
19,12,minor_triad__first__strings,minor_triad,first,strings,3.457,3.017,3.797,4.042,3.994,3.29,2.343,1.747,3.408
19,13,dominant_seventh__third__piano,dominant_seventh,third,piano,2.412,2.963,3.5,2.838,2.689,3.169,2.688,2.452,3.12
19,14,minor_seventh__root__strings,minor_seventh,root,strings,2.747,2.994,3.738,3.532,2.984,4.136,2.311,2.643,4.024
19,15,augmented_triad__root__piano,augmented_triad,root,piano,2.39,4.094,4.316,1.958,3.222,3.507,1.594,1.0,2.156
19,16,dominant_seventh__root__piano,dominant_seventh,root,piano,3.709,2.914,4.079,3.189,2.689,3.227,2.959,1.59,3.335
19,17,major_seventh__third__strings,major_seventh,third,strings,2.805,2.697,2.586,3.592,3.302,3.594,2.298,1.779,3.405
19,18,minor_triad__second__strings,minor_triad,second,strings,3.474,3.466,3.511,3.824,4.486,3.119,1.377,1.647,3.153
19,19,minor_seventh__root__piano,minor_seventh,root,piano,2.758,2.941,2.922,2.803,2.513,2.554,2.547,2.494,3.06
19,20,major_seventh__third__piano,major_seventh,third,piano,2.608,2.762,3.669,2.521,3.061,3.166,2.064,1.933,3.797
19,21,dominant_seventh__third__strings,dominant_seventh,third,strings,3.353,3.458,3.039,3.372,2.717,3.152,2.184,1.454,3.15
19,22,minor_triad__root__piano,minor_triad,root,piano,3.157,3.016,4.234,2.897,3.738,2.667,2.089,2.246,3.354
19,23,minor_seventh__third__piano,minor_seventh,third,piano,2.518,2.98,3.723,2.797,3.141,2.973,2.466,2.645,3.191
19,24,minor_triad__first__piano,minor_triad,first,piano,2.218,3.179,2.811,2.055,3.639,2.894,2.089,2.28,3.321
19,25,major_triad__first__strings,major_triad,first,strings,5.0,2.963,3.596,2.233,2.28,2.199,4.243,1.922,3.455
19,26,major_triad__root__strings,major_triad,root,strings,4.15,2.237,2.804,2.193,2.001,2.674,2.667,2.661,3.389
19,27,dominant_seventh__root__strings,dominant_seventh,root,strings,3.615,2.826,3.682,2.899,3.051,3.919,2.821,2.688,1.736
19,28,major_triad__first__piano,major_triad,first,piano,4.762,2.636,3.295,2.416,2.035,2.729,3.246,2.633,3.5
20,1,augmented_triad__root__piano,augmented_triad,root,piano,1.763,3.977,3.488,2.604,3.129,4.214,1.512,1.728,1.867
20,2,major_triad__second__strings,major_triad,second,strings,4.135,2.948,3.852,3.509,1.205,2.506,3.576,2.19,3.088
20,3,minor_seventh__third__piano,minor_seventh,third,piano,2.937,3.241,3.462,3.185,3.009,3.653,1.842,1.537,2.692
20,4,minor_seventh__third__strings,minor_seventh,third,strings,2.536,3.32,3.139,3.37,3.769,2.947,2.108,2.705,2.149
20,5,major_seventh__root__strings,major_seventh,root,strings,3.169,2.826,4.06,3.065,2.845,3.191,2.299,3.25,2.576
20,6,minor_triad__second__piano,minor_triad,second,piano,2.497,3.271,3.213,2.889,3.582,2.72,2.892,2.684,2.336
20,7,minor_triad__root__piano,minor_triad,root,piano,2.87,2.953,2.762,3.039,4.109,2.654,2.2,1.702,1.844
20,8,minor_triad__second__strings,minor_triad,second,strings,1.935,2.025,3.142,3.033,3.75,3.505,2.765,2.419,1.92
20,9,minor_seventh__root__strings,minor_seventh,root,strings,2.568,3.239,2.659,3.435,2.89,3.004,2.146,3.659,2.594
20,10,dominant_seventh__third__strings,dominant_seventh,third,strings,2.917,3.395,2.692,2.775,2.528,3.998,2.332,2.467,2.307
20,11,major_triad__root__strings,major_triad,root,strings,3.348,2.845,3.348,2.149,1.907,2.592,3.821,2.414,2.248
20,12,major_triad__root__piano,major_triad,root,piano,3.674,3.321,2.846,1.921,1.743,2.446,4.014,2.268,2.833
20,13,major_seventh__third__strings,major_seventh,third,strings,2.354,3.671,2.708,3.806,3.319,3.047,2.332,2.24,2.535
20,14,diminished_triad__root__strings,diminished_triad,root,strings,1.87,4.153,3.147,2.893,3.499,3.376,1.036,2.181,1.576
20,15,minor_triad__first__strings,minor_triad,first,strings,2.222,2.965,2.888,3.86,3.16,3.342,2.487,2.776,2.143
20,16,major_triad__first__strings,major_triad,first,strings,4.76,2.834,2.898,2.919,1.546,2.69,2.981,2.933,1.668
20,17,dominant_seventh__third__piano,dominant_seventh,third,piano,2.39,4.625,3.223,1.935,2.029,4.423,2.431,2.956,1.261
20,18,minor_triad__root__strings,minor_triad,root,strings,1.737,2.802,3.04,3.569,3.314,2.986,2.746,2.839,1.907
20,19,diminished_triad__root__piano,diminished_triad,root,piano,2.391,3.719,3.836,2.017,3.072,3.906,1.021,2.179,1.565
20,20,major_triad__second__piano,major_triad,second,piano,4.799,3.118,2.856,1.683,1.941,2.954,4.554,2.517,1.934
20,21,augmented_triad__root__strings,augmented_triad,root,strings,1.866,3.739,3.021,2.461,3.592,4.065,1.471,1.524,1.726
20,22,major_triad__first__piano,major_triad,first,piano,3.69,2.327,2.841,1.76,1.702,2.515,3.942,1.648,3.012
20,23,dominant_seventh__root__piano,dominant_seventh,root,piano,3.084,2.851,2.618,2.663,1.675,3.439,1.933,2.622,1.903
20,24,dominant_seventh__root__strings,dominant_seventh,root,strings,2.355,3.68,3.412,3.321,3.37,5.0,2.788,2.113,2.425
20,25,major_seventh__root__piano,major_seventh,root,piano,2.387,3.421,2.47,3.432,2.976,3.365,2.383,2.187,2.233
20,26,major_seventh__third__piano,major_seventh,third,piano,2.934,2.92,3.629,3.299,2.629,3.3,2.624,2.41,3.133
20,27,minor_seventh__root__piano,minor_seventh,root,piano,2.814,3.182,2.603,2.641,2.702,3.758,2.299,2.179,3.306
20,28,minor_triad__first__piano,minor_triad,first,piano,2.086,4.371,3.137,3.105,3.84,2.545,2.018,2.498,2.657
21,1,minor_seventh__root__strings,minor_seventh,root,strings,2.93,3.01,2.588,3.114,2.734,2.817,2.02,3.138,3.827
21,2,dominant_seventh__third__strings,dominant_seventh,third,strings,3.246,3.415,2.789,3.199,2.338,3.779,1.76,2.759,3.34
21,3,dominant_seventh__root__piano,dominant_seventh,root,piano,3.532,3.397,3.789,3.558,2.523,3.824,2.502,2.124,2.479
21,4,major_seventh__root__piano,major_seventh,root,piano,3.497,2.681,2.59,3.1,2.411,3.483,2.851,2.954,2.803
21,5,minor_triad__root__piano,minor_triad,root,piano,2.562,3.067,2.144,1.915,2.982,3.016,1.742,2.267,2.496
21,6,major_triad__second__strings,major_triad,second,strings,5.0,3.45,3.786,2.106,1.0,2.38,3.464,2.237,2.961
21,7,dominant_seventh__third__piano,dominant_seventh,third,piano,2.903,3.406,3.447,2.077,2.875,3.529,2.104,2.536,2.73
21,8,minor_seventh__third__strings,minor_seventh,third,strings,3.154,2.808,3.046,3.01,2.589,3.503,2.441,3.521,2.924
21,9,diminished_triad__root__strings,diminished_triad,root,strings,2.754,2.797,2.712,2.838,3.061,3.479,1.0,1.823,2.377
21,10,augmented_triad__root__strings,augmented_triad,root,strings,2.53,4.376,3.953,2.347,3.215,3.219,1.0,2.443,2.041
21,11,major_triad__root__piano,major_triad,root,piano,4.6,2.82,3.179,1.835,1.599,1.667,3.078,2.237,2.939
21,12,augmented_triad__root__piano,augmented_triad,root,piano,2.355,3.709,3.385,2.338,2.769,3.082,1.098,1.878,1.996
21,13,major_triad__first__strings,major_triad,first,strings,4.434,2.804,3.237,2.803,2.149,1.492,3.059,2.72,3.007
21,14,major_seventh__third__piano,major_seventh,third,piano,3.494,3.496,2.423,3.396,2.258,2.735,2.634,3.013,2.679
21,15,diminished_triad__root__piano,diminished_triad,root,piano,1.584,4.495,3.248,2.175,2.655,3.442,1.678,1.72,1.623
21,16,major_triad__first__piano,major_triad,first,piano,4.798,2.685,3.641,1.938,1.065,1.996,3.62,1.895,2.399
21,17,major_triad__root__strings,major_triad,root,strings,4.383,2.275,3.269,2.075,1.0,2.41,3.341,2.811,2.473
21,18,minor_triad__second__strings,minor_triad,second,strings,2.498,3.011,3.123,3.017,3.419,2.573,2.563,2.269,3.063
21,19,major_seventh__root__strings,major_seventh,root,strings,2.582,3.568,2.984,3.7,1.736,3.225,1.7,2.346,2.891
21,20,minor_triad__root__strings,minor_triad,root,strings,3.577,3.518,2.842,2.763,3.223,2.894,2.165,3.415,3.072
21,21,minor_seventh__root__piano,minor_seventh,root,piano,3.238,3.593,2.771,2.708,2.37,1.991,1.728,3.115,2.535
21,22,major_triad__second__piano,major_triad,second,piano,4.761,2.927,3.282,1.133,1.0,2.225,3.38,2.309,2.981
21,23,minor_triad__first__piano,minor_triad,first,piano,3.267,3.151,3.169,2.948,3.367,3.066,2.606,1.996,2.69
21,24,dominant_seventh__root__strings,dominant_seventh,root,strings,3.649,3.088,3.052,3.06,2.795,3.451,1.796,2.347,2.312
21,25,minor_seventh__third__piano,minor_seventh,third,piano,3.106,3.287,2.43,2.25,2.81,2.88,2.369,2.498,2.558
21,26,minor_triad__second__piano,minor_triad,second,piano,2.664,3.459,3.138,2.938,2.485,2.177,1.416,2.781,2.027
21,27,major_seventh__third__strings,major_seventh,third,strings,2.921,3.494,2.326,2.689,2.484,2.869,2.434,2.822,3.9
21,28,minor_triad__first__strings,minor_triad,first,strings,2.456,3.494,2.201,2.976,3.256,3.098,1.977,2.663,2.048
22,1,major_seventh__third__strings,major_seventh,third,strings,3.278,3.367,2.111,4.133,2.495,2.807,1.841,2.548,2.783
22,2,minor_seventh__root__strings,minor_seventh,root,strings,2.245,2.522,3.459,3.243,2.467,3.125,1.878,3.342,2.924
22,3,major_triad__root__piano,major_triad,root,piano,3.239,2.298,2.251,2.447,1.0,2.263,3.794,1.834,1.996
22,4,minor_seventh__third__piano,minor_seventh,third,piano,2.674,3.272,2.952,3.296,1.876,3.404,1.401,2.153,2.808
22,5,dominant_seventh__third__strings,dominant_seventh,third,strings,2.277,3.527,2.471,2.905,2.545,3.464,1.33,1.788,2.33
22,6,major_seventh__root__strings,major_seventh,root,strings,2.57,3.146,2.666,3.75,2.296,2.402,2.003,2.479,2.714
22,7,major_triad__first__strings,major_triad,first,strings,4.034,2.344,2.774,1.954,1.759,1.796,3.31,2.234,3.07
22,8,major_seventh__root__piano,major_seventh,root,piano,2.713,2.858,3.536,3.006,1.45,3.338,1.795,2.34,2.459
22,9,minor_triad__second__piano,minor_triad,second,piano,2.453,2.724,2.744,3.446,3.387,3.166,2.471,2.86,1.698
22,10,major_triad__first__piano,major_triad,first,piano,3.861,2.95,2.025,1.46,1.435,2.302,3.669,2.369,3.123
22,11,minor_triad__first__strings,minor_triad,first,strings,2.156,2.749,3.156,3.693,3.162,2.851,2.249,2.974,2.813
22,12,major_triad__second__strings,major_triad,second,strings,3.62,2.981,3.113,3.366,1.903,2.091,3.774,1.676,2.679
22,13,major_triad__root__strings,major_triad,root,strings,3.753,2.636,2.193,2.498,1.134,2.379,3.407,3.18,1.917
22,14,dominant_seventh__root__piano,dominant_seventh,root,piano,2.628,2.917,2.695,3.213,2.186,4.097,1.888,2.606,2.161
22,15,minor_seventh__third__strings,minor_seventh,third,strings,3.391,3.672,2.796,2.857,2.04,3.472,2.102,2.247,2.343
22,16,augmented_triad__root__piano,augmented_triad,root,piano,1.353,4.728,3.415,1.863,2.468,3.182,2.232,1.7,1.537
22,17,major_triad__second__piano,major_triad,second,piano,4.993,2.957,2.548,2.004,1.165,2.466,4.038,1.267,3.134
22,18,minor_triad__second__strings,minor_triad,second,strings,2.441,3.043,3.251,2.902,3.695,2.98,2.173,2.145,1.838
22,19,minor_triad__root__strings,minor_triad,root,strings,2.045,3.747,2.8,2.833,2.882,3.307,2.384,2.399,1.837
22,20,augmented_triad__root__strings,augmented_triad,root,strings,1.509,4.113,3.655,2.76,2.76,4.139,1.716,1.793,1.998
22,21,major_seventh__third__piano,major_seventh,third,piano,3.443,4.581,2.136,2.519,1.962,2.839,1.419,1.751,2.365
22,22,minor_seventh__root__piano,minor_seventh,root,piano,3.353,2.85,2.93,2.986,1.867,3.611,2.165,2.325,2.933
22,23,diminished_triad__root__piano,diminished_triad,root,piano,1.676,3.725,2.633,2.669,2.374,3.629,1.762,1.738,1.929
22,24,dominant_seventh__root__strings,dominant_seventh,root,strings,2.836,3.518,3.39,3.857,1.913,3.314,2.452,1.901,2.614
22,25,dominant_seventh__third__piano,dominant_seventh,third,piano,1.995,3.768,2.171,1.867,1.722,4.104,2.219,2.841,2.61
22,26,minor_triad__root__piano,minor_triad,root,piano,2.905,3.266,2.006,3.776,2.602,3.231,1.699,1.749,2.166
22,27,minor_triad__first__piano,minor_triad,first,piano,1.953,3.682,2.384,2.726,2.712,3.059,1.82,2.766,2.083
22,28,diminished_triad__root__strings,diminished_triad,root,strings,1.728,4.137,3.538,2.381,2.711,3.701,1.83,2.297,2.375
23,1,minor_triad__root__piano,minor_triad,root,piano,1.495,3.043,2.66,1.928,3.087,2.978,2.084,2.063,2.966
23,2,dominant_seventh__third__strings,dominant_seventh,third,strings,2.423,2.854,3.041,2.617,3.117,4.52,2.427,2.397,2.716
23,3,major_triad__first__strings,major_triad,first,strings,4.154,3.01,3.198,1.979,2.066,2.996,4.035,3.296,2.624
23,4,dominant_seventh__root__strings,dominant_seventh,root,strings,2.667,2.559,3.146,2.859,2.64,4.259,2.262,2.877,2.675
23,5,dominant_seventh__root__piano,dominant_seventh,root,piano,2.626,2.966,2.516,2.469,2.63,4.762,1.732,1.417,4.03
23,6,diminished_triad__root__strings,diminished_triad,root,strings,1.521,3.869,3.405,1.645,3.019,3.847,1.697,1.544,2.732
23,7,minor_triad__first__strings,minor_triad,first,strings,2.002,3.337,2.37,3.588,3.898,3.594,1.616,3.378,2.834
23,8,major_triad__first__piano,major_triad,first,piano,4.001,3.165,2.87,1.548,1.0,2.306,3.256,1.945,2.764
23,9,augmented_triad__root__piano,augmented_triad,root,piano,2.047,3.581,3.161,2.397,3.059,4.453,1.413,2.118,1.845
23,10,minor_seventh__third__piano,minor_seventh,third,piano,2.908,3.94,1.722,3.32,3.214,3.411,1.484,2.8,3.603
23,11,diminished_triad__root__piano,diminished_triad,root,piano,2.071,3.455,3.587,1.047,3.252,4.784,1.425,1.638,2.239
23,12,augmented_triad__root__strings,augmented_triad,root,strings,1.946,3.623,2.963,2.406,3.212,3.84,1.093,2.082,2.859
23,13,major_triad__second__strings,major_triad,second,strings,3.636,3.229,3.081,2.185,2.186,3.472,3.656,2.147,2.949
23,14,minor_triad__second__piano,minor_triad,second,piano,2.536,3.008,3.61,2.619,2.771,3.182,2.803,2.66,3.226
23,15,minor_triad__first__piano,minor_triad,first,piano,1.891,2.938,2.394,3.043,3.222,3.132,1.713,2.903,2.818
23,16,dominant_seventh__third__piano,dominant_seventh,third,piano,2.408,3.438,3.311,1.727,2.214,3.768,3.134,2.024,3.4
23,17,major_triad__root__strings,major_triad,root,strings,3.632,3.018,2.794,2.107,1.893,2.847,2.8,3.146,2.966
23,18,minor_triad__second__strings,minor_triad,second,strings,2.341,2.547,2.385,2.868,4.087,3.096,1.206,2.704,3.117
23,19,minor_seventh__root__piano,minor_seventh,root,piano,2.069,2.705,3.688,2.571,2.609,3.531,1.658,1.212,3.573
23,20,minor_seventh__third__strings,minor_seventh,third,strings,2.031,2.88,3.105,3.215,2.766,3.148,1.812,3.116,3.241
23,21,minor_seventh__root__strings,minor_seventh,root,strings,2.323,3.086,3.849,3.493,3.041,3.473,1.425,2.813,3.167
23,22,major_seventh__root__piano,major_seventh,root,piano,2.159,3.594,2.767,2.339,2.384,4.024,2.461,2.871,3.178
23,23,major_seventh__root__strings,major_seventh,root,strings,2.78,2.757,2.826,3.099,3.494,3.958,2.603,2.9,3.218
23,24,major_triad__second__piano,major_triad,second,piano,4.064,2.97,3.765,1.622,1.707,2.659,3.362,1.654,2.169
23,25,major_seventh__third__strings,major_seventh,third,strings,2.365,2.933,2.836,2.719,2.382,3.864,1.417,2.046,4.022
23,26,minor_triad__root__strings,minor_triad,root,strings,2.525,2.714,2.452,1.945,4.109,2.639,2.078,1.991,1.923
23,27,major_seventh__third__piano,major_seventh,third,piano,2.848,3.782,3.265,3.681,2.645,3.308,1.871,2.529,4.422
23,28,major_triad__root__piano,major_triad,root,piano,4.128,2.062,3.806,1.634,1.059,2.796,2.859,1.911,3.029
24,1,dominant_seventh__root__piano,dominant_seventh,root,piano,3.75,3.672,3.635,2.858,1.768,3.741,3.135,2.499,2.089
24,2,minor_triad__second__strings,minor_triad,second,strings,2.868,3.247,3.365,2.653,2.627,3.005,1.0,2.535,2.965
24,3,minor_seventh__root__strings,minor_seventh,root,strings,2.804,3.124,3.328,3.302,2.565,2.811,1.111,3.62,2.614
24,4,minor_seventh__root__piano,minor_seventh,root,piano,2.647,2.962,2.989,2.722,2.745,3.463,2.149,1.959,2.716
24,5,major_triad__second__piano,major_triad,second,piano,3.446,2.863,3.637,1.39,1.651,1.832,3.398,1.0,3.137
24,6,minor_triad__first__piano,minor_triad,first,piano,2.541,2.52,3.613,2.794,3.596,2.387,2.012,1.708,2.538
24,7,dominant_seventh__root__strings,dominant_seventh,root,strings,2.708,2.793,2.508,2.976,1.542,2.932,2.161,2.247,2.753
24,8,minor_seventh__third__strings,minor_seventh,third,strings,3.28,3.169,3.007,2.881,2.462,3.375,2.17,2.109,3.521
24,9,augmented_triad__root__strings,augmented_triad,root,strings,2.09,4.526,4.485,2.4,3.022,3.308,1.022,1.781,1.2
24,10,minor_triad__first__strings,minor_triad,first,strings,2.412,2.288,2.83,3.044,2.741,3.387,1.637,2.791,2.725
24,11,dominant_seventh__third__strings,dominant_seventh,third,strings,2.769,3.021,4.019,3.066,1.96,3.429,2.911,2.621,2.671
24,12,minor_triad__root__strings,minor_triad,root,strings,3.121,2.707,3.538,2.971,2.903,2.453,1.615,1.834,3.368
24,13,minor_seventh__third__piano,minor_seventh,third,piano,3.575,1.955,2.542,2.629,2.826,3.18,1.793,2.327,2.445
24,14,diminished_triad__root__strings,diminished_triad,root,strings,2.518,4.013,3.492,2.855,3.696,3.719,1.0,1.51,2.368
24,15,minor_triad__root__piano,minor_triad,root,piano,2.961,3.86,3.299,2.973,2.86,3.195,1.714,1.925,2.917
24,16,augmented_triad__root__piano,augmented_triad,root,piano,2.161,3.73,3.25,1.167,3.333,4.236,1.0,1.816,1.427
24,17,dominant_seventh__third__piano,dominant_seventh,third,piano,3.421,3.744,2.743,2.957,2.17,2.838,2.192,2.528,2.795
24,18,major_triad__second__strings,major_triad,second,strings,4.583,2.457,3.651,1.321,1.0,1.988,2.995,1.302,3.281
24,19,major_seventh__root__strings,major_seventh,root,strings,2.777,3.273,2.835,3.467,1.735,3.32,2.051,2.278,2.741
24,20,major_triad__first__piano,major_triad,first,piano,4.72,2.092,3.164,1.662,1.0,2.203,3.37,1.983,2.863
24,21,major_seventh__third__strings,major_seventh,third,strings,3.077,2.856,3.229,3.396,1.746,3.237,1.578,2.79,4.055
24,22,major_seventh__third__piano,major_seventh,third,piano,3.256,2.751,3.703,2.147,2.099,3.154,1.313,2.789,2.556
24,23,major_triad__root__piano,major_triad,root,piano,5.0,2.114,3.348,1.49,1.0,1.897,3.472,1.301,3.018
24,24,diminished_triad__root__piano,diminished_triad,root,piano,2.617,3.418,2.98,1.973,2.407,4.217,1.462,1.436,1.665
24,25,minor_triad__second__piano,minor_triad,second,piano,2.741,3.223,2.895,2.652,3.272,2.417,1.26,2.145,2.94
24,26,major_triad__first__strings,major_triad,first,strings,5.0,2.926,3.788,1.459,1.0,2.36,2.97,2.629,2.907
24,27,major_seventh__root__piano,major_seventh,root,piano,3.921,2.543,3.542,2.829,2.599,3.59,1.625,2.702,3.334
24,28,major_triad__root__strings,major_triad,root,strings,3.763,2.693,3.062,2.112,1.296,2.933,2.605,1.912,2.066
