vars,id,creation_time,failed,failed_reason,time_of_death,type,participant_id,question,answer,page_type,successful_validation,metadata_,class,object_type
{},114,2026-06-15 09:30:34,False,,,Response,9,liked_experiment,I'm a bot so I don't really have feelings...,LikedExperiment,True,"{""time_taken"": 5, ""prompt"": {}, ""control"": {""one_line"": true, ""width"": null, ""height"": null, ""text_align"": ""left"", ""block_copy_paste"": false}}",Response,_Response
{},115,2026-06-15 09:30:34,False,,,Response,9,find_experiment_difficult,I'm a bot so I found it pretty easy...,FoundExperimentDifficult,True,"{""time_taken"": 5, ""prompt"": {}, ""control"": {""one_line"": true, ""width"": null, ""height"": null, ""text_align"": ""left"", ""block_copy_paste"": false}}",Response,_Response
{},116,2026-06-15 09:30:34,False,,,Response,9,encountered_technical_problems,No technical problems.,EncounteredTechnicalProblems,True,"{""time_taken"": 5, ""prompt"": {}, ""control"": {""one_line"": true, ""width"": null, ""height"": null, ""text_align"": ""left"", ""block_copy_paste"": false}}",Response,_Response
{},117,2026-06-15 09:30:34,False,,,Response,9,SuccessfulEndLogic,Finish,ModularPage,True,"{""choices"": [""Finish""], ""labels"": [""Finish""], ""time_taken"": 0.0, ""prompt"": {}, ""control"": {""choices"": [""Finish""], ""labels"": {""py/id"": 5}}}",Response,_Response
{},118,2026-06-15 09:30:34,False,,,Response,10,choose_network,A,ModularPage,True,"{""time_taken"": 5, ""prompt"": {}, ""control"": {""choices"": [""A"", ""B""], ""labels"": {""py/id"": 3}}}",Response,_Response
{},119,2026-06-15 09:30:34,False,,,Response,10,color_trial,0,ColorSliderPage,True,"{""time_taken"": 5, ""prompt"": {}, ""selected_idx"": 0, ""active_channel"": ""red"", ""starting_values"": [2, 74.5, 78]}",Response,_Response
{},120,2026-06-15 09:30:34,False,,,Response,10,color_trial,94,ColorSliderPage,True,"{""time_taken"": 5, ""prompt"": {}, ""selected_idx"": 0, ""active_channel"": ""red"", ""starting_values"": [106, 207, 107]}",Response,_Response
{},121,2026-06-15 09:30:35,False,,,Response,10,color_trial,230,ColorSliderPage,True,"{""time_taken"": 5, ""prompt"": {}, ""selected_idx"": 0, ""active_channel"": ""red"", ""starting_values"": [154, 124, 85]}",Response,_Response
{},122,2026-06-15 09:30:35,False,,,Response,10,color_trial,102,ColorSliderPage,True,"{""time_taken"": 5, ""prompt"": {}, ""selected_idx"": 0, ""active_channel"": ""red"", ""starting_values"": [89, 196.5, 181]}",Response,_Response
{},123,2026-06-15 09:30:35,False,,,Response,10,color_trial,133,ColorSliderPage,True,"{""time_taken"": 5, ""prompt"": {}, ""selected_idx"": 0, ""active_channel"": ""red"", ""starting_values"": [106, 207, 107]}",Response,_Response
{},124,2026-06-15 09:30:35,False,,,Response,10,color_trial,0,ColorSliderPage,True,"{""time_taken"": 5, ""prompt"": {}, ""selected_idx"": 0, ""active_channel"": ""red"", ""starting_values"": [2, 74.5, 78]}",Response,_Response
{},125,2026-06-15 09:30:35,False,,,Response,10,color_trial,116,ColorSliderPage,True,"{""time_taken"": 5, ""prompt"": {}, ""selected_idx"": 0, ""active_channel"": ""red"", ""starting_values"": [89, 196.5, 181]}",Response,_Response
{},126,2026-06-15 09:30:35,False,,,Response,10,info,,InfoPage,True,"{""prompt"": {}, ""control"": {}, ""time_taken"": 5}",Response,_Response
{},127,2026-06-15 09:30:36,False,,,Response,10,liked_experiment,I'm a bot so I don't really have feelings...,LikedExperiment,True,"{""time_taken"": 5, ""prompt"": {}, ""control"": {""one_line"": true, ""width"": null, ""height"": null, ""text_align"": ""left"", ""block_copy_paste"": false}}",Response,_Response
{},128,2026-06-15 09:30:36,False,,,Response,10,find_experiment_difficult,I'm a bot so I found it pretty easy...,FoundExperimentDifficult,True,"{""time_taken"": 5, ""prompt"": {}, ""control"": {""one_line"": true, ""width"": null, ""height"": null, ""text_align"": ""left"", ""block_copy_paste"": false}}",Response,_Response
{},129,2026-06-15 09:30:36,False,,,Response,10,encountered_technical_problems,No technical problems.,EncounteredTechnicalProblems,True,"{""time_taken"": 5, ""prompt"": {}, ""control"": {""one_line"": true, ""width"": null, ""height"": null, ""text_align"": ""left"", ""block_copy_paste"": false}}",Response,_Response
{},130,2026-06-15 09:30:36,False,,,Response,10,SuccessfulEndLogic,Finish,ModularPage,True,"{""choices"": [""Finish""], ""labels"": [""Finish""], ""time_taken"": 0.0, ""prompt"": {}, ""control"": {""choices"": [""Finish""], ""labels"": {""py/id"": 5}}}",Response,_Response
